disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy or standards addressing emissions from the jurisdiction's procurement,"col3_Provide a link, if applicable, and highlight any specific action(s) the jurisdiction is implementing to reduce emissions from its own consumption"
2025 Disclosure Cycle,779465,CDP,50397,Presidencia Municipal de Saltillo,City,Latin America,Mexico,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Do not know,,
2025 Disclosure Cycle,779465,CDP,50540,"City of Albuquerque, NM",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,50550,"City of Buffalo, NY",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,50555,"City of Hamilton, ON",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,50558,"City of London, ON",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"https://london.ca/council-policies/procurement-goods-services-policy\nOctober 1, 2025 there will be a new procurement by-law in effect which builds on the previous by-law's approach but puts more onus on the leading division to identify key sustainable purchasing elements and corresponding KPIs. The Climate Change and Environmental Stewardship group is currently assisting the Purchasing team with implementation tools to guide other City staff engaging with the new by-law on how to comply with the sustainable purchasing components of the by-law. This work is closely related to the Climate Lens Framework that has been discussed previously in this submission. "
2025 Disclosure Cycle,779465,CDP,50568,"City of Saskatoon, SK",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,50579,"City of Winnipeg, MB",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,," Some implementations include policies and guidance on procurement around 'Green Meetings', and the Sustainable Procurement Policy (No. F1-003)."
2025 Disclosure Cycle,779465,CDP,50664,Municipality of Almada,City,Europe,Portugal,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Do not know,,
2025 Disclosure Cycle,779465,CDP,50669,Municipality of Matosinhos,City,Europe,Portugal,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,PCPC Ecologicas_vFINAL.pdf,"O Município de Matosinhos integra o projeto INTERREG-POCTEP em Economia Circular no espaço\nNoroeste Ibérico - CIRCULAR ECOSYSTEMS, Ecossistemas territoriais e soluções sistémicas de\neconomia circular para prevenir a contaminação. Este projeto tem como objetivo principal elaborar\nEstratégias e Planos de Ação para a Economia Circular para cada território envolvido, de modo a\ncapacitá-los para o desenvolvimento de soluções sistémicas em economia circular que contribuam\npara minimizar a utilização dos recursos e acelerar a transição para o resíduo zero, eliminando os\nproblemas de contaminação originados pelos resíduos. "
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Do not know,,
2025 Disclosure Cycle,779465,CDP,50680,Municipality of Cascais,City,Europe,Portugal,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,推进多式联运发展，提升城市物流配送效率，减少运输配送产生的碳排放
2025 Disclosure Cycle,779465,CDP,52896,"City of Fort Lauderdale, FL",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,53829,"City of Kingston, ON",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,53931,"City of Alexandria, VA",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54029,"City of Spokane, WA",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54030,"City of Little Rock, AR",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Do not know,,
2025 Disclosure Cycle,779465,CDP,54088,"City of Peterborough, ON",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"The climate change staff review all Requests for Initation on behalf of the Procurement division for new projects using a climate lens. The review will assess whether the procurement faces any climate risks and potential opportunities to act on climate change mitigation and adaptation. Project managers will read the initial climate lens feedback and incorporate as many recommendations into the final Request for Proposals document before its publication for bidders. \n\nCurrently, this is not a formalized process for addressing procurement and is being treated as a pilot to determine how to improve outcomes to embed climate action into projects. "
2025 Disclosure Cycle,779465,CDP,54096,"City of Saint John, NB",City,North America,Canada,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54104,"City of Boulder, CO",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"The city maintains a list of products that must be purchased as recycled content, and which may not be bought in virgin form; it's called our \'procurement requirements\'. For services and/or goods not on the restricted list, departments consider the following: \n• Make vendors aware of our environmental values by making sure all bid documents have information about the City's environmental goals, as well as our hope to use more recycled and environmentally preferable products. \n• Purchasing agents can: Accept a bid which is not the lowest if a) the lowest bid is for a non-recycled product and b) a recycled content product meets the performance criteria specified, or c) a bid other than the lowest bid meets the criteria for environmentally preferable products or services or d) a cost analysis conducted over the life and disposal of the product reveals lower total costs than are reflected in short-term analysis. \n• Unless otherwise specified, bidders and contractors should use recycled paper and double-sided copying for the production of all printed and photocopied documents related to the fulfillment of City contracts and shall otherwise fully comply with the provisions of this policy. \n\nThe city is establishing a new city purchasing policy that promotes racial equity, advances environmental sustainability, and ensures the city is a good steward of taxpayer and fee payer dollars. Potential elements of this project include but are not limited to: subcontracting policy, certification requirements, business licensing process, permit processes, RFP requirements, small business goals (race neutral), minority owned business goals (race conscious), definition of small business, definition of minority owned business, local preference, climate action targets/indicators, enhance data availability. \n"
2025 Disclosure Cycle,779465,CDP,54105,"City of Duluth, MN",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54109,"City of Bloomington, IN",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54114,"City of Asheville, NC",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54116,"City of Dubuque, IA",City,North America,United States of America,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Equitable and Sustainable Procurement_Best Practices Guide.pdf,
2025 Disclosure Cycle,779465,CDP,54144,City of Yarra,City,South East Asia & Oceania,Australia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Yarra Procurement Policy May 2025.pdf,"Procurement Manual 2025:\n\'Council's procurement activities will be carried out on the basis of obtaining Value for Money. This means minimising the total cost of ownership over the lifetime of the requirement consistent with acceptable quality, reliability and delivery considerations. Lowest price is not the sole determinant of Value for Money.\nIn assessing Value for Money, staff are responsible for giving due consideration to:\n• Whole-of-life monetary cost, i.e.\no procurement price;\no operating and maintenance costs; and\no cost of environmentally responsible disposal or recycling/re-use/re-sale of the product;\n• Non-monetary impacts (both negative and positive) over the life of the product or service; including\no environmental impacts;\no social impacts - particularly on marginalised or vulnerable people; and\no impacts on other Council priorities \'\n\n8. Sustainability & Social Procurement\nCouncil is committed to procuring products and services in alignment with its values of environmental, social, economic and cultural sustainability. This section details the specific policy and operational implications of such considerations. Overall, tender documents or Requests for Quotation should contain:\n• Clauses and weightings to assess environmental and social costs and benefits;\n• Appropriately designed response statements to allow suppliers to clearly articulate how they will \naddress social and environmental impacts; and\n• Clauses that are framed as measurable deliverables rather than aspirations with regard to \nenvironmental, social, economic and cultural sustainability.\nA pre-tender briefing could be used to explain the detail of such clauses, particularly if they refer to \ncomplex matters with which mainstream suppliers may not be familiar.\n\n8.1 Environmental Sustainability\n8.1.1 Sustainable procurement statement\nCouncil is committed to addressing the climate emergency to the strongest degree possible. \nCouncil's adopted Climate Emergency Plan sets out our role in responding to this unprecedented \nchallenge, and includes the following key objectives:\n• achieve zero-net emissions across the entire Yarra community by 2030, and accelerate the removal of excess carbon emissions;\n• activate our community to take effective climate action - pushing for urgent change and changing the way we live and work;\n• ensure our community is safe, healthy and resilient - especially those most vulnerable to severe climate impacts;\n• create a city that continues to adapt to a changing climate and is ecologically healthy for all species; and\n• collaborate and advocate with others in the climate emergency movement to increase our impact.\nYarra Council was one of the first local governments in the world to declare a climate emergency, acknowledging both the scale and urgency of action needed to avoid the catastrophic impacts of global \nheating.\nEffectively responding to the climate emergency requires transformational societal and economic \nchange. It will require changing our resource intensive and high consuming ways of life, as well as adapting to living on a hotter planet. \nProcurement choices which respond proportionately to the climate emergency will contribute to the \nrapid reduction in carbon emissions in order to restore a safe climate. A key aspect of sustainable procurement is the application of circular economy principles (in which finite resources are valued and kept circulating within it) and lifecycle approaches to consider the full environmental impact of products and services, including embodied emissions. \n\nCity of Yarra \nCouncil purchases environmentally preferable products and services whenever they meet Council's needs and are available at a competitive price. Council's sustainable procurement practices demonstrate to the community that Council is responding to the climate emergency at commensurate urgency and scale and supporting the circular economy by \nstimulating the market for environmentally preferable products."
2025 Disclosure Cycle,779465,CDP,54277,New Plymouth District Council,City,South East Asia & Oceania,New Zealand,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,ECM_9513709_v1_Proposed NPDC Procurement Strategy June 2025.docx,"Procurement Strategy adopted 12 August 2025. Includes focus on environment, including emissions reduction"
2025 Disclosure Cycle,779465,CDP,54290,Qingdao Municipal Government,City,China,China,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,《国家碳达峰试点（青岛）实施方案》：构建绿色制造体系。推进绿色工厂梯度培育和动态管理。鼓励绿色工厂对标国际国内先进水平，开展提标改造。发挥行业龙头企业核心引领作用，推广绿色采购、绿色物流、绿色回收机制，打造绿色供应链管理企业，推动供应链绿色低碳协同发展。推动一批重点企业加强减污降碳协同，加快技术突破、管理优化、制度创新，提升企业清洁生产水平。到2025年，新培育绿色工厂、绿色供应链管理企业等30家以上。
2025 Disclosure Cycle,779465,CDP,54293,People's Government of Guangzhou Municipality,City,China,China,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,https://www.gz.gov.cn/gfxwj/sbmgfxwj/gzssthjj/content/post_8783592.html\nhttps://sthjj.gz.gov.cn/gkmlpt/content/9/9964/post_9964420.html#634\n
2025 Disclosure Cycle,779465,CDP,54298,Dalian Municipal People's Government,City,China,China,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54305,Rajkot Municipal Corporation,City,India,India,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54306,Medan City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54310,Government of Palembang,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54327,Semarang City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54328,City of Niigata,City,Japan,Japan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,原則としてグリーン購入法と同等の基準を満たす物品を購入している。\nhttps://www.city.niigata.lg.jp/shisei/seisaku/seisaku/keikaku/kankyo/green/greenR6.html
2025 Disclosure Cycle,779465,CDP,54329,Bogor City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54330,City of Kawasaki,City,Japan,Japan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"川崎市グリーン購入推進方針.pdf,川崎市環境配慮契約推進方針.pdf",https://www.city.kawasaki.jp/300/page/0000013867.html\n川崎市グリーン購入推進方針\n\nhttps://www.city.kawasaki.jp/300/page/0000175278.html\n川崎市環境配慮契約推進方針
2025 Disclosure Cycle,779465,CDP,54335,Government of the City of Yogyakarta,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54337,Greater Amman Municipality,City,UKWW,Jordan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,Instructions for the national mechanism's application of the principle of extended product liability to address its negative effects 2020\n(the document is in Arabic and aligned with the national climate change law and waste management national law)
2025 Disclosure Cycle,779465,CDP,54339,Denpasar City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,1. LAPORAN INDUK KLHS RPJMD DENPASAR_VALIDASI_TTD.pdf,https://bit.ly/KLHSRPJMDDENPASAR
2025 Disclosure Cycle,779465,CDP,54341,Toyama City,City,Japan,Japan,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54345,City Government of Davao,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"Davao City 10-Year ESWM Plan (2018-2027)-final.pdf,LCCAP 2024-2026 (1).pdf",http://pdp.depdev.gov.ph/philippine-development-plan-2023-2028/
2025 Disclosure Cycle,779465,CDP,54348,The Local Government of Quezon City,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,SP-3107-S-2021_QC GPP Ordinance.pdf,"Quezon City enacted Ordinance No. SP - 3107, Series of 2021 or the Quezon City Green Public Procurement Ordinance of 2021"
2025 Disclosure Cycle,779465,CDP,54349,Balikpapan City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54354,City Government of Makati,City,South East Asia & Oceania,Philippines,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"2018-007.pdf,Eco-friendly Packaging.pdf,HRDO_Memo_Tumbler.pdf,OM_Memo_Tumbler.pdf,OM_Paper Reuse.pdf","Makati City incorporates green procurement principles and practices into its overall procurement processes and policies, aligning with national initiatives and global sustainability goals. This is achieved by integrating environmentally preferable criteria into the design and specifications of procurement projects, aiming for sustainable public procurement that considers the entire life cycle of goods and services. \n\nHere's a breakdown of how Makati City approaches green procurement:\n\n1. Alignment with National Policies:\n\nGPPB Roadmap:\nMakati City's efforts are guided by the national Green Public Procurement (GPP) Roadmap, which aims to integrate sustainable practices into government procurement. Further, the New Government Procurement Act (NGPA), Republic Act No. 12009, promotes sustainable and green practices in government procurement. It aims to integrate environmental, social, and economic considerations into the design and implementation of government projects, minimizing negative environmental impacts and promoting long-term sustainability. \n\nSources:\nhttps://www.officialgazette.gov.ph/downloads/2025/02feb/20250210-IRR-RA-12009-FRM.pdf\n\nhttps://www.gppb.gov.ph/wp-content/uploads/2023/06/GPP_roadmap_print.pdf\n\nhttps://ngpa.gppb.gov.ph/New-Government-Procurement-Act-RA-12009.pdf\n\nSustainable Development Goals:\nMakati's green procurement aligns with the broader Sustainable Development Goals (SDGs), particularly those related to environmental sustainability and responsible consumption and production. \n\n2. Key Aspects of Green Procurement in Makati:\n\nPrioritizing Environmentally Friendly Products:\nMakati City prioritizes purchasing goods and services that are energy-efficient, made from recycled materials, or have a lower carbon footprint. \n\nLife Cycle Assessment:\nProcurement decisions consider the environmental impact of products from their creation to disposal, including factors like resource consumption, emissions, and waste generation. \n\nPromoting Green Markets:\nBy adopting green procurement practices, Makati City aims to drive market demand for sustainable products and services, encouraging businesses to develop more environmentally friendly solutions. \n\nSocial and Economic Benefits:\nGreen procurement is recognized for its potential to improve public health, support fair labor practices, and promote local sourcing, contributing to positive social and economic outcomes. \n\n3. Specific Actions and Initiatives:\nTechnical Specifications:\nMakati City incorporates green criteria into the technical specifications of procurement projects, ensuring that potential environmental impacts are considered. For example, city government packed meals should be:\n- served on an Oxo-biodegradable container\n- served with appropriate eco-friendly recyclable utensils, napkins and toothpicks\n- drinks are served in eco-friendly recyclable paper cups (with at least 500ml consumption per serving).\n\nRegular Updates of Green Product Lists:\nThe city collaborates with the Philippine Government Electronic Procurement System (PhilGEPS) to regularly publish and update lists of sustainable goods and services. \n\nIntegration into Existing Frameworks:\nGreen procurement practices are being integrated into existing procurement processes rather than creating separate procedures. \n\n4. Examples of Green Procurement in Practice:\nEnergy Efficiency: Prioritizing energy-efficient appliances and equipment in government buildings and operations. For example, procurement of energy efficient appliances and office equipment such as AC unit, printers, photo copier machines, computers, etc. Higher stars as per DOE EEC rating.\nWaste Reduction: Implementing measures to reduce waste generation and promote recycling and reuse. For example, the Paperless Policy of the City.\nSustainable Materials: Using eco-friendly materials in construction and other projects. For example, distribution and promotion of the use of tumblers.\n\n5. Overall Goal:\nThe goal of green procurement in Makati City is to achieve value for money while minimizing environmental impact and contributing to a more sustainable future. By integrating green principles into its procurement practices, Makati City aims to lead by example and encourage wider adoption of sustainable practices across the public and private sectors. "
2025 Disclosure Cycle,779465,CDP,54361,Petaling Jaya City Council,City,South East Asia & Oceania,Malaysia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"NLCCM document with ISBN_160721.pdf,[FINAL] 202303_GCoM_CAP_Report_Petaling Jaya.pdf","Petaling Jaya City Council was selected as a pilot project for implementing Government Green Procurement (GGP 3.0) on six procurement categories of cleaning services, papers, printing machines, indoor and street lights, ICT appliances and food catering. \n\nPetaling Jaya does not have its own distinct \'Green Procurement\' program, but is subject to Malaysia's national Government Green Procurement (GGP) initiative, which mandates the integration of environmental considerations into the purchasing practices of all government agencies, including those in Petaling Jaya. This national GGP program focuses on conserving natural resources and minimizing environmental impacts by encouraging the use of eco-friendly products and services through various ministries and government agencies, aligning with the country's sustainable development goals."
2025 Disclosure Cycle,779465,CDP,54386,Tainan City Government,City,China,East Asia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,業者每年度線上申報綠色採購至民間企業綠色採購申報平臺，申報當年度所採購環境保護產品之數量及金額。臺南市連續11年獲得政府機關綠色採購評比特優，指定採購項目達100%。綠色辦公全數完成響應，除各級機關學校力行綠色採購外，更推廣至民間企業及團體。\n2021年公佈「臺南市環境保護計畫」，在永續夥伴面向，訂定了「民間企業及團體綠色採購金額」目標，2023 年度提報綠色採購輔導家數 284 家，總計金額達 81.64 億元。(https://w3fs.tainan.gov.tw/001/Upload/159/ebook/ebook_757476//pdf/full.pdf)
2025 Disclosure Cycle,779465,CDP,54388,Iskandar Regional Development Authority,City,South East Asia & Oceania,Malaysia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"GP-CONSTRUCTION-WEB.pdf,Johor Green Deal 2023.pdf","Government Green Procurement (GGP) is defined as procurement of products, services and works that take into account environmental criteria and standards for protecting the environment and natural resources and minimize or mitigate the negative effects of human activities. Malaysia Green Technology and Climate Change has launched an eBook that content the list out the green product or services. "
2025 Disclosure Cycle,779465,CDP,54389,Taichung City Government,City,China,East Asia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,上傳_8.4_關於綠生活_ok.pdf,"1. Strengthening Green Procurement in Government Agencies\n\nAll government agencies continue to implement green procurement policies, actively selecting products and services with environmentally friendly features such as environmental labels, carbon footprints, and energy savings. In 2024, the government achieved a green procurement achievement rate of 99.46%, earning it the designation of \'Excellent High-Performing Agency\' by the Ministry of Environment, demonstrating the government's strong execution.\n\n2. Promoting Green Procurement in the Private Sector\n\nTo maximize the effectiveness of green procurement policies, the Environmental Protection Bureau actively held information sessions in 2024 to encourage private businesses and community groups to embrace green procurement. Through continued promotion and outreach, the total green procurement value of private businesses in Taipei reached NT$6 billion in 2024, demonstrating the growing importance of environmental responsibility and sustainable development within the business community. By prioritizing products and services with environmentally friendly features such as environmental labels, carbon footprints, and energy savings, businesses not only promote low-carbon consumption patterns but also contribute to the green transformation of the industrial chain and carbon emissions reduction, laying a solid foundation for Taipei's goal of achieving net-zero carbon emissions.\n\n1. Strengthening Green Procurement in Government Agencies\nAll government agencies continue to implement green procurement policies, actively selecting products and services with environmentally friendly features such as environmental labels, carbon footprints, and energy savings. In 2024, the government achieved a green procurement achievement rate of 99.46%, earning it the designation of \'Excellent High-Performing Agency\' by the Ministry of Environment, demonstrating the government's strong execution.\n\n2. Promoting Green Procurement in the Private Sector\nTo maximize the effectiveness of green procurement policies, the Environmental Protection Bureau actively held information sessions in 2024 to encourage private businesses and community groups to embrace green procurement. Through continued promotion and outreach, the total green procurement value of private businesses in Taipei reached NT$6 billion in 2024, demonstrating the growing importance of environmental responsibility and sustainable development within the business community. By prioritizing products and services with environmentally friendly features such as environmental labels, carbon footprints, and energy savings, businesses not only promote low-carbon consumption patterns but also contribute to the green transformation of the industrial chain and carbon emissions reduction, laying a solid foundation for Taipei's goal of achieving net-zero carbon emissions.\n\n"
2025 Disclosure Cycle,779465,CDP,54395,Taoyuan City Government,City,China,East Asia,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Taoyuan City Green Procurement Program 2024.xlsx,"In line with the Ministry of Environment's Green Procurement Program for Private Enterprises and Organizations, Taoyuan City has promoted green procurement since 2016, incorporating local self-government regulations. All government agencies, schools, and enterprises above a designated scale are required to implement green procurement practices, supporting the city's net-zero and sustainable living policies by prioritizing low-carbon, sustainable products. The defined categories of enterprises include:\n1. Enterprises: Companies, businesses, private factories, mines, salt works, farms, ranches, forestry operations, tea farms, media, cultural, public welfare, and cooperative enterprises located in the city with more than 500 employees.\n2. Tourism hotels: Tourist hotels located within the city.\n3. Hotels: Hotel operators within the city with more than 80 guest rooms.\n4. Hospitals: Hospitals located in the city.\nTo encourage enterprises to continue implementing green procurement and to reinforce their role as pioneers in sustainability, the Department of Environmental Protection, Taoyuan City Government annually commends those reporting green procurement expenditures exceeding NT$5 million in the previous year. Starting in 2025, additional recognition will be awarded to companies that have continuously reported green procurement for ten consecutive years. These measures aim to safeguard global sustainability and reinforce corporate social responsibility."
2025 Disclosure Cycle,779465,CDP,54402,City of Lahti,City,Europe,Finland,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,City of Lahti follows and works on increasing the share of requests of proposals that support the city's carbon neutrality target. \nLink to Lahti's procurement instructions (in Finnish): https://www.lahti.fi/tiedostot/hankintaohjelma/
2025 Disclosure Cycle,779465,CDP,54403,City of Tampere,City,Europe,Finland,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,Climate_Neutral_Tampere_2030_Roadmap_2024.pdf,"See Climate Neutral Tampere 2030 Roadmap (2024), Theme 0 - Climate Leadership and Stakeholder Collaboration, Measure Package 0.4 Sustainable procurement:\n0.4.1 Communications and market dialogue on the environmental objectives of procurement.\n0.4.2 Use of environmental criteria in procurement.\n0.4.3 Developing procurement competence.\n0.4.4 Cooperation in sustainable procurement.\n0.4.5 Environmental objectives of procurement categories.\n0.4.6 Environmental issues and energy efficiency will be addressed as part of the cloud transition of ICT services. \n0.4.7 Sustainable infrastructure service and information system procurement.\n0.4.8 Sustainable ICT equipment procurement.\n\n"
2025 Disclosure Cycle,779465,CDP,54408,Aarhus Municipality,City,Europe,Denmark,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,CO2 Shadow pricing.pdf,https://aarhus.dk/media/fa0p5z4g/fakta-om-klimaafgiften-og-skyggepriser_nov_22.pdf?format=noformat\n
2025 Disclosure Cycle,779465,CDP,54439,City of Münster,City,Europe,Germany,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"Policy Statement environmentally friendly and low\nemission procurement. The city of Münster has a policy statement on environmentally friendly and low-emission procurement. This includes climatefriendly building materials (no tropical wood, no PVC, etc.) and working materials (paper, electrical devices, etc.) as well as the procurement of electric vehicles."
