disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy addressing emissions from consumption of the most relevant goods and services,"col3_Provide a link, if applicable, and highlight any specific action the jurisdiction is implementing to reduce emissions from the consumption of goods and services in this category"
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,Decreto 906 2022 de Curitiba PR.pdf,"Decreto Nº906 - Estabelece diretrizes, critérios e procedimentos para o gerenciamento de resíduos da construção civil \n\nhttps://leismunicipais.com.br/a/pr/c/curitiba/decreto/2022/90/906/decreto-n-906-2022-estabelece-diretrizes-criterios-e-procedimentos-para-o-gerenciamento-de-residuos-da-construcao-civil-e-revoga-os-decretos-municipais-n-1068-de-18-de-novembro-de-2004-e-n-609-de-2-de-julho-de-2008"
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,Decreto 1418 2019 de Curitiba PR.pdf,Plano Municipal de Mobilidade Urbana\n\nDecreto Nº1.418\n\nhttps://leismunicipais.com.br/a/pr/c/curitiba/decreto/2019/142/1418/decreto-n-1418-2019-aprova-o-plano-de-estrutura-cicloviaria-e-delega-competencias
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,Lei Ordinária 13509 2010 de Curitiba PR.pdf,Lei Nº13.509 - Dispõe sobre o tratamento e destinação final de resíduos especiais\n\nhttps://leismunicipais.com.br/a/pr/c/curitiba/lei-ordinaria/2010/1351/13509/lei-ordinaria-n-13509-2010-dispoe-sobre-o-tratamento-e-destinacao-final-diferenciada-de-residuos-especiais-que-especifica-e-da-outras-providencias-correlatas\n\nEcopontos - Descarte correto de Resíduos\n\nhttps://www.curitiba.pr.gov.br/servicos/ecopontos-descarte-correto-de-residuos/716
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,"VOL_III_PMSB_ESGOTO.pdf,VOL_II_PMSB_ÁGUA.pdf,VOL_IV_PMSB_DRENAGEM.pdf,VOL_I_PMSB_PANORAMA_GERAL.pdf",Plano de Saneamento Básico\n\nhttps://ippuc.org.br/planos-setoriais
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Yes,PlanClima.pdf,PlanClima - Plano de Mitigação e Adaptação às Mudanças Climáticas
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,,"Urban agriculture in vacant lots and parks, backyard and communal gardens and roadside"
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,,"Within the inventory report, the rate for construction sector can be seen in the Stationary Energy part. Therefore, relevant actions/strategies are developed to decrease its emissions ."
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,,"General targets on this sector can be summarised below; \n\n- Purchase of new electric buses so that all buses can be electrified,\n- Full electrification of the fleet (in waterborne transportation).\n- Making existing roads suitable for cyclists, and creating new separated bicycle paths,\n- Congestion charges in certain areas,\n- Expansion of Park and Ride areas.\n\nApart from these; Istanbul Electric Tramway and Tunnel Establishments (IETT, subsidiary company of IMM) shared its goal on;\n\n- Switching from fuel oil to electricity \n- Energy audit studies, boiler, mechanical installation, compressed air line leak detection, energy saving studies such as LED lighting.\n\nMetro Istanbul (affiliate company of IMM) also shared these targets on this issue;\n\n- Preparation of Green Procurement Handbook\n- Purchasing clean energy with YEK-G in energy supply\n- Managing/promoting energy efficiency/saving studies by all units end-to-end with the Energy Commission\n"
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Yes,,"Within the inventory report, the rate for waste sector can be seen. Therefore, relevant actions/strategies are developed to decrease its emissions."
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,,"Within the inventory report, the rate for waste sector can be seen. Therefore, relevant actions/strategies are developed to decrease its emissions."
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,Do not know,,
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,,"* Develop programs to reduce or completely avoid any discarded food substance during the processing, handling, storage, sale, preparation, cooking and serving of foods,\n\n* Capture landfill gas and use it as a fuel source to generate electricity, heating, or transportation, to avoid direct methane emissions to the atmosphere,\n\n* Optimize waste collection operations (routes, pickup schedules) to reduce environmental impacts and total GHG emissions, \n\n* Divert discarded materials from landfills by recovering and repurposing them into new products."
2025 Disclosure Cycle,779465,CDP,31164,Ho Chi Minh City,City,South East Asia & Oceania,Viet Nam,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,,"Reducing 90% of air pollution adding by traffic activities by 2030. Department of Transportation is in charge of: enhancing public transport (reducing/controlling private vehicles..) , increasing environmental friendly fuels, enhancing transportation infrastructure. "
2025 Disclosure Cycle,779465,CDP,31164,Ho Chi Minh City,City,South East Asia & Oceania,Viet Nam,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,,"100% supermarkets, trade centers using environmental friendly bags. Reducing the using of one time plastic products in HCMC by 2030. "
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,,"Heidelberg implements serveral programs and awareness campaigns concerning sustainable consumption:- Developing a regional brand in order to support local and regional consumption.- Consumption guides with the topics \'bio.regional.fair\' and \'shop.share.repair\' are integrated in the Heidelberg App. It helps the consumer to find sustainable consumption locations and projects easier in order to support them in their ecological daily decisions. Link: https://www.heidelberg.de/HD/Leben/Nachhaltiger+Konsum.html Sustainable pocurement as a focus of the municipal consumption management. It is also part of the new \'Climate action protection plan\' of 2019. - Sustainable event management and climate-friendly catering at city festivals, sports events and public festivals: choice of climate-friendly venues incl. climate-friendly energy supply, high proportion of plant-based, regional, seasonal and organic products in catering, avoidance of packaging, communication of climate-friendly offers.- The \'Climate action protection plan\' demands a gradual increase in the share of organic lunch options in schools and kindergartens in Heidelberg. The tendering process for the four public secondary schools in Heidelberg has now been successfully completed. Since 1 September 2024, certain product groups and food components in subsidised school lunches must be exclusively organic in order to maintain an organic content of 50 per cent. The organic content has also been gradually increased in the 18 primary schools. Depending on the caterer, this is also up to 50 per cent. The organic share of lunch catering in municipal daycare centres was increased to 50% on 1 June 2022. The tender for the new catering contract, which has been in force since 1 September 2024, also required an organic share of 50%."
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,,"100 % climate neutrality for the growth of the city - all new quarters from 2020 on will be PlusEnergy quarters. Since, from today's perspective, it is not possible to achieve a full coverage of energy needs in the urban districts, this means that, in addition to the decentralised use of solar energy, renewable potentials will be tapped elsewhere in the course of territorial development. - The creation of 40% subsidised rental housing, 30% threshold households, where no more than 30% is paid for rent including heating, and 30% apartments available on the free market should continue to be implemented.- Doubling the retrofit rate for old buildings by 2030. Immediately plan and implement by 2040 an increase in the retrofit rate for Heidelberg private real estate to at least 2.5% annually and for urban real estate to at least 3%. - A comprehensive renovation timetable for urban buildings (including the municipal housing company GGH and if possible GGH investments), including reviewing PV retrofitting options. Pilot Project in Circular Construction: Old buildings that cannot be repurposed are to serve as raw material stores for new buildings. The first step is the conversion area Patrick Henry Village, whose buildings have already been analyzed according to age, size and construction method using a developed program. This has enabled data to be collected showing which materials were used in the buildings. This data helps to find ways to recycle the materials before they are dismantled so that they can be used in new projects."
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Do not know,,
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Yes,,"Support of textile exchange projects and sutainable clothing consumption.- Projects have been realised in 2022, 2023 and 2024 also within the municipality."
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,,"The Heidelberg municipal utility company offers a grant program for energy-efficient electrical appliances.In the new Rational Use of Energy subsidy program, there is an opportunity to receive a subsidy for energy-efficient electrical appliances since 2022."
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,Yes,,"- The City of Heidelberg implemented a funding system in which all flights caused by municipal employes are compensated. Out of this fund, local climate protection projects are financially supported."
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,,"The city of Heidelberg has a comprehensive waste concept based on the principle of avoidance and recycling. To this end, there is a complex advisory and disposal system for Heidelberg households. There is an regular monitoring report of the waste management in Heidelberg."
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Yes,,"With the #andersbechern campaign, the city of Heidelberg wants to encourage citizens to consciously consume drinks with less waste. In the meantime, this can be done quite easily, as there are around 50 cafés, gas stations and restaurants in Heidelberg that offer \'coffee to go\' in a deposit cup from the company reCup or from another system. Reusing a cup protects the environment and saves money - some Heidelberg cafés offer a discount on a drink in a reusable cup. "
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,Pergub No 90 Tahun 2021.pdf,"specific regulation about food security is on progress, and for now food security aspect is included in the Governor Regulation Number 90 of 2021 on Climate Resilient Regional Low Carbon Development Plan (Peraturan Gubernur No. 90 Tahun 2021 tentang Rencana Pembangunan Rendah Karbon Daerah yang Berketahanan Iklim)"
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,Pergub Nomor 9 Tahun 2022 RTH.pdf,"Green Building Principles Implementation for existing and new buildings (apartment, office, commercial use, warehouse, health-care facility, & convention centre); The instalment of rooftop solar panels on government-owned buildings (schools, health-care, hospitals, & sport facility) & private buildings; Energy efficiency official events (3 times a year) as a campaign. This is contained in the Governor Regulation Number 30 of 2012 on Green Building (Peraturan Gubernur No.38 tahun 2012 tentang Bangunan Gedung Hijau)"
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,Instruksi Gubernur DKI Jakarta Nomor 6 Tahun 2025 tentang Penggunaan Angkutan Umum Massal Bagi Pegawai di Lingkungan Pemprov DKI Jakarta.pdf,"Cooperating with consultants, international NGOs, academics and local governments agency in calculating emissions in DKI Jakarta. Construction of dedicated bicycle lane and sidewalks, Mass public transportation development and catchment area expansion (BRT, MRT, and LRT) and electric buses. This is contained in the Governor Regulation Number 68 of 2021 on Implementation of Integrated Transportation System (Peraturan Gubernur No. 68 Tahun 2021 tentang Penyelenggaraan Sistem Transportasi Terpadu dan Terintegrasi)"
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Do not know,,
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,Pergub 156 Tahun 2012.pdf,For this sector is regulated in the Governor Regulation Number 156 of 2012 on Energy and Water Efficiency (Peraturan Gubernur Nomor 156 Tahun 2012 tentang Penghematan Energi dan Air). And also included in the Governor Regulation Number 90 of 2021 on Climate Resilient Regional Low Carbon Development Plan (Peraturan Gubernur No. 90 Tahun 2021 tentang Rencana Pembangunan Rendah Karbon Daerah yang Berketahanan Iklim). 
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,Do not know,,
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,Pergub No 90 Tahun 2021.pdf,"Pengelolaan sampah telah tertuang pada Peraturan Gubernur No. 90 Tahun 2021 tentang Rencana Pembangunan Rendah Karbon Daerah yang Berketahanan Iklim yang meliputi pengelolaan limbah padat domestik, pengelolaan limbah cair domestik, dan pengelolaan limbah padat dan cair industri. Rencana aksi mitigasi perubahan iklim yang fokus pada sumber utama emisi gas rumah kaca dituangkan dalam aksi berupa pengurangan sampah pada sumbernya, optimalisasi pengolahan air limbah, dan pengembangan pengolahan sampah."
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Do not know,,
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Strategy in this sector does not focus on emissions reduction,,
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,Lagos-State-Strategic-Transport-Master-Plan.pdf,https://lagosstate.gov.ng/wp-content/uploads/2024/06/EPDREVIEWEDFINALLAGOSSTATEWATERMARK.pdf
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,Lagos Climate Action Plan.pdf,https://moelagos.gov.ng/wp-content/uploads/2021/09/C40-Lagos_Indesign-Document-Full-Report-Revert-2_Update-2.pdf
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Do not know,,
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,,https://urbanunit.gov.pk/Download/publications/Files/24/2025/Karachi%20Climate%20Action%20Plan_Launch_compressed.pdf\n
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,,https://urbanunit.gov.pk/Download/publications/Files/24/2025/Karachi%20Climate%20Action%20Plan_Launch_compressed.pdf\n
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Yes,,
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Do not know,,
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,Do not know,,
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,,https://urbanunit.gov.pk/Download/publications/Files/24/2025/Karachi%20Climate%20Action%20Plan_Launch_compressed.pdf\n
2025 Disclosure Cycle,779465,CDP,31168,City District Government Karachi,City,UKWW,Pakistan,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Do not know,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Do not know,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Do not know,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Do not know,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31169,Government of Hong Kong Special Administrative Region,City,China,"China, Hong Kong Special Administrative Region",Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Do not know,,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,PROGRAMA DE COMPLEMENTACIÓN ALIMENTARIA.pdf,"Mejorar la seguridad alimentaria a través de la implementación del Proyecto Lima elige saludable - Estilos de vida sostenibles REDUCIBLE, SOSTENIBLE Y REUSABLE. \n\nAdemás ahora con el programa Hambre Cero, el mismo que tiene la Comisión de Ollas Comunes de Lima Metropolitana, tiene las siguientes funciones:\n\n- Promover la colaboración directa a nivel metropolitano de los programas, servicios y donaciones que la Municipalidad Metropolitana de Lima, programe o dirija a las ollas comunes.\n\n- Fomentar las convocatorias a sus representantes y por medio de ellos, a sus beneficiarios de los programas, servicios y donaciones que la Municipalidad Metropolitana de Lima, programe o dirija a las ollas comunes.\n\n- Favorecer a la creación armoniosa de un clima de participación activa, con el propósito de generar en cada olla común un desarrollo integral que coadyuve al sustento de la misma.\n\nhttps://www.fundacionlima.com/hambre-cero\n\nhttps://www.gob.pe/institucion/midis/noticias/816643-midis-y-municipalidad-de-lima-garantizan-atencion-alimentaria-a-mas-de-2000-ollas-comunes-de-lima-metropolitana\n\n"
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,ESTRATEGIAS REDUCCIÓN DE EMISIONES-TRANSPORTE.pdf,"Dentro de las estrategias con la que se cuenta en este sector, se detallan las siguientes: \n\n- Construcción de la Línea 2 del metro: Actualmente la línea 2 está en construcción con una ejecución de 68.80% al 31 de enero de 2025. \n\n- La ejecución de la Ampliación del Metropolitano hacia Lima Norte. El nuevo tramo con carril exclusivo comprende 10.2 km, 17 nuevas estaciones intermedias y 1 nueva estación final ambas conectadas al sistema BRT en funcionamiento actualmente. Además, 180 000 m2 de áreas verdes nuevas \nDurante el año 2024 se suscribió la segunda adenda al convenio de delegación de competencias con la Municipalidad Metropolitana de Lima (MML). Esta adenda permitirá la entrega del patio taller y del terminal Chimpu Ocllo, beneficiando a los ciudadanos de Lima Norte.\n\nhttps://www.gob.pe/institucion/atu/noticias/994434-atu-y-mml-firman-adenda-para-la-entrega-de-obras-de-la-ampliacion-norte-del-metropolitano?fbclid=IwY2xjawERZzdleHRuA2FlbQIxMAABHT4dPyCSypTzCsMUkULGq1E5ahc07osyzLQCh4U1ev1kYUZu3IglZLgegQ_aem_ODZSlJtEsbTDgUup3E1-vg\n\n- Promoción del transporte Sustentable: \nDurante el año 2024, se contribuyó con la recuperación de 53,139.26 m² de vías, incorporando mobiliario urbano que fortalece la seguridad vial y consolida al peatón como eje articulador, promoviendo una movilidad más sostenible y accesible en el Centro Histórico de Lima; asimismo, se implementaron 5.3 KM de ciclovías en el Centro Histórico de Lima, ello como parte del EJE ESTRATÉGICO II: \'Centro habitable y atractivo con mejores condiciones habitacionales para sus residentes y visitantes\' contemplado en el PLAN MAESTR DEL CENTRO HISTÓRICO DE LIMA, con visión al 2035.\nAdicional a ello, se implementó 850m2 de vías peatonales como parte del Programa Internacional “Calles para los niños”, que busca transformar las calles haciéndolas más seguras, accesibles, resilientes y saludables. \n"
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,Yes,DECRETO DE ALCALDÍA N° 20-2021-MML PROGRAMA TECNORECICLA.pdf,"Mediante Decreto de Alcaldía N° 20-2021-MML, se aprobó el Programa de Segregación en la fuente de Residuos de Aparatos Eléctricos y Electrónicos - RAEE en el Cercado de Lima, denominado \'Tecnorecicla Lima\' \nEn marco al programa descrito, durante el año 2021 valorizó 53.53 toneladas de residuos de aparatos eléctricos y electrónicos , mientras que para el año 2022 valorizó un total 117.04 toneladas, para el año 2023 valorizó 62.92 toneladas y para el año 2024 se valorizó un total de 78.21 toneladas. "
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,31170,Metropolitan Municipality of Lima,City,Latin America,Peru,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,decreto-alcaldia-09-07-2019.pdf,"Mediante Decreto de Alcaldía 009-2019-MML, se aprobó el Programa Recicla Lima, el cual tiene como objetivo, promover la segregación y valorización de los residuos sólidos orgánicos e inorgánicos del Cercado de Lima; así como también, fomentar la formalización de los recicladores. \n\nDurante el año 2024 se valorizaron 1,849.80 toneladas de residuos sólidos inorgánicos aprovechables de viviendas unifamiliares y multifamiliares, establecimientos comerciales, mercados, instituciones públicas y privadas.\nAdicional a ello, se valorizó 995.33 toneladas de residuos orgánicos a través de su transformación en compost y humus de lombriz, usando como materia prima residuos orgánicos generados en mercados y la poda de áreas verdes del Cercado de Lima."
