disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Does your jurisdiction have a consumption-based emissions inventory?,"col2_Attach your consumption-based inventory, along with any supporting documents","col3_Provide an overview of your consumption-based inventory, including URL links, if applicable, along with any supporting methods/calculations"
2025 Disclosure Cycle,779465,CDP,31115,City of Johannesburg,City,UKWW,South Africa,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to other higher priorities",,
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",,"Consumption-based emissions are an emerging area of research and actions. Toronto consumes more than we produce, meaning we indirectly cause emissions elsewhere by purchasing goods and services from producer areas of the world. As part of the NZS adopted at the end of 2021, City Council directed staff to complete a consumption-based emissions inventory (CBEI) for Toronto and report this to Council by September 2023. Further, as part of fulfilling our commitment in the Cool Food Pledge to reduce food-related emissions associated with food the City procures by 25% by 2030, Toronto completed a baseline assessment of emissions for the year 2019. This effort will contribute to the CBEI presented to Council in September 2023.\n\nConsumption-based emissions inventory: https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/torontos-consumption-based-emissions-inventory/\n\nCity of Toronto food-related GHG emissions: https://www.toronto.ca/legdocs/mmis/2024/ie/bgrd/backgroundfile-246861.pdf"
2025 Disclosure Cycle,779465,CDP,31146,Addis Ababa City Administration,City,UKWW,Ethiopia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31149,Municipality of Athens,City,Europe,Greece,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,31153,City-State of Berlin,City,Europe,Germany,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, and we are not intending to develop and report one in the next 2 years due to lack of financial capacity and expertise/technical capacity",,
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services","Curitiba_CIRIS_Standard_v2.5_EN_Inventario_2020_12042023_v4_Felipe_RQ - Copia corrigida 30-04-2024 - Copia.xlsx,inventario GEE 2017-2020.pdf","A elaboração deste inventário seguiu o padrão internacional de melhores práticas - GPC - Global Protocol for Community-Scale (Protocolo Global para Inventários de Emissões de Gases de Efeito Estufa na Escala Comunitária). A Metodologia GPC foi lançada em 2014 em parceria realizada entre o ICLEI Governos Locais pela Sustentabilidade, World Resources Institute (WRI) e o Grupo de Liderança Climática C40, tendo como base os Manuais para Inventários de GEE Nacionais de 2006, publicados pelo IPCC, e com o suporte e aprovação do Banco Mundial, do Programa das Nações Unidas para os Assentamentos Humanos (ONU-Habitat) e do Programa das Nações Unidas para o Meio Ambiente (UNEP - United Nations Environment Program). A metodologia GPC oferece um padrão para organizar e relatar as emissões de GEE de cidades. Os principais conceitos contábeis da metodologia GPC incluem: 2. METODOLOGIA 2.1 A Metodologia GPC 15 a) a organização da quantificação das emissões em Setores e Subsetores; b) o conceito de Escopo, para diferenciar as emissões que ocorrem dentro e fora do limite geográfico da cidade; c) os diferentes Níveis de Reporte. Esta metodologia busca separar os dados de emissões para que sejam identificadas as maiores fontes de GEE em uma cidade, determinando seis diferentes setores, nos quais as atividades emissoras identificadas podem ser alocadas: Energia Estacionária; Transporte, Resíduos; IPPU (Industrial Processes and Product Use - Processos Industriais e Uso do Produto); AFOLU (Agriculture, Forest and Land Use - Agricultura, Floresta e Uso da Terra); e Outras Emissões Indiretas; cada um contemplando Subsetores, Os setores são agrupados dentro de três categorias de escopos, com base no local onde as atividades ocorrem, se dentro ou fora do limite da cidade. Os escopos ajudam a diferenciar as emissões que ocorrem fisicamente dentro dos limites da cidade (Escopo 1), daquelas ocorrendo fora da cidade (Escopo 3), e daquelas emissões indiretas provenientes da geração da energia elétrica, que apesar de geradas fora dos limites do município, são consumidas dentro das fronteiras geográficas do município (Escopo 2). Os Níveis de Reporte oferecem às cidades a opção de selecionar entre dois níveis de relato: BÁSICO ou BÁSICO+. A abordagem de nível BÁSICO contempla as fontes de emissão mais comumente observadas nas cidades, associadas aos setores Energia Estacionária, Transporte (ambos dentro do limite geográfico da cidade) e Resíduos. Isso permite que todas as cidades que utilizem a metodologia GPC sejam comparadas. Esta foi a opção adotada por Curitiba para este inventário. Além de reportar os GEE por Setores e Escopos, existem as emissões de CO2 que são resultado da combustão de biomassa. Essas emissões são denominadas Emissões Biogênicas, ou seja, provém de fluxos naturais de biomassa, seja vegetal ou animal, e são consideradas neutras em termos de impacto. Em outras palavras, este CO2 apresenta um ciclo biológico (e não um ciclo geológico, como o CO2 de origem fóssil), permanecendo pouco tempo na atmosfera e, portanto, não tendo impacto substancial no clima do planeta, Os dados de atividade são referentes ao consumo que geram emissões de GEE, por exemplo, consumo de energia elétrica e consumo de combustíveis. Já os fatores de emissão convertem os dados da atividade em emissões. O reporte das emissões é realizado em toneladas de dióxido de carbono equivalente (tCO2e). Esse valor é obtido multiplicando as emissões dos GEE inventariados pelo seu respectivo Potencial de Aquecimento Global (GWP - Global Warming Potential), valor publicado pelo IPCC, o qual representa o impacto variável de determinado GEE emitido para a atmosfera, Para o inventário de emissões de Curitiba ano-base 2016 foram utilizados os Potenciais de Aquecimento Global do Quarto Relatório do IPCC (publicado em 2007). Link: https://mid.curitiba.pr.gov.br/2020/00305800.pdf"
2025 Disclosure Cycle,779465,CDP,31163,Istanbul Metropolitan Municipality,City,UKWW,Türkiye,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31164,Ho Chi Minh City,City,South East Asia & Oceania,Viet Nam,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"Yes, our jurisdiction has a consumption-based emissions inventory to measure emissions from consumption of goods and services",ifeu_CO2-Bilanz_Heidelberg_2021 und 2022_final.pdf,"The 'Citizens' Balance Sheet' (Bürgerbilanz) was last generated as part of our emissions inventory for the year 2022 (see chapter 2.5 pages 17-19). Unfortunately, it is only available in pdf-format."
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
2025 Disclosure Cycle,779465,CDP,31167,City of Lagos,City,UKWW,Nigeria,Public,Q3.2,"Does your jurisdiction have a consumption-based emissions inventory to measure emissions from consumption of goods and services? The consumption-based approach captures direct and lifecycle GHG emissions of goods and services and allocates GHG emissions to the final consumers, rather than to the producers.",1,Response,"No, but intending to develop and report a consumption-based emissions inventory in the next 2 years",,
