disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Use of carbon credits,col2_Identify target,col3_Emissions purchased/sold (metric tonnes CO2e),col4_Verified to which standard,col5_Outline the crediting period and country(ies)/area(s) where offsetting efforts are or will be taking place,col6_Comment
2025 Disclosure Cycle,779465,CDP,58616,Vijayawada Municipal Corporation,City,India,India,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Vijayawada city might plan in the future to earn carbon credits
2025 Disclosure Cycle,779465,CDP,58668,"City of New Bedford, MA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,58671,Helsingør Municipality,City,Europe,Denmark,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,58866,Beşiktaş Municipality,City,UKWW,Türkiye,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions purchased from outside of the boundary,Target 1,1953,Verified Carbon Standard,"Crediting Period and Country(ies)/Area(s) of Offsetting Efforts:\nIn 2021, Beşiktaş Municipality utilized carbon credits through a partnership with İSTAÇ, a local waste management and environmental services company, to offset the 2020 operational emissions of the Beşiktaş Municipality Building. This effort was limited to offsetting emissions related to the building's operations.\n\nCrediting Period: The carbon crediting period took place in 2021, covering the annual operational emissions of 2020.\n\nCountry/Area of Offsetting: The carbon credits were sourced locally within Turkey, through İSTAÇ's verified carbon offsetting projects.\n\nThis initiative was part of a broader effort to reduce the municipality's carbon footprint, focusing on the municipal building as a pilot project for future carbon-neutral operations.","In 2021, Beşiktaş Municipality initiated a carbon offsetting project to reduce its carbon footprint, focusing specifically on the 2020 emissions generated by its municipal building operations. Through a partnership with İSTAÇ, a local waste management and environmental services company, the municipality purchased 1953 tCO₂e of carbon credits under the Verified Carbon Standard (VCS).\n\nThe offsetting credits were sourced from İSTAÇ's verified projects within Turkey, making this initiative a localized effort to reduce emissions. The credits fully covered the building's operational emissions for the year 2020, serving as a pilot project for the municipality's broader goal of achieving carbon-neutral operations in the future.\n\nThis offsetting initiative is aligned with Beşiktaş Municipality's strategy to reduce its overall carbon footprint and represents a significant step toward more sustainable practices in municipal operations. By sourcing carbon credits locally, the municipality ensured that its efforts also supported domestic environmental goals. Future plans include expanding such initiatives to further reduce the emissions of other municipal facilities and services."
2025 Disclosure Cycle,779465,CDP,58866,Beşiktaş Municipality,City,UKWW,Türkiye,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",2,Row 2,Offset credit transactions purchased from outside of the boundary,Target 2,4164,Verified Carbon Standard,"Crediting Period and Country(ies)/Area(s) of Offsetting Efforts:\nIn 2020, Beşiktaş Municipality utilized carbon credits through a partnership with İSTAÇ, a local waste management and environmental services company, to offset the 2019 operational emissions of the Beşiktaş Municipality Building. This effort was limited to offsetting emissions related to the building's operations.\n\nCrediting Period: The carbon crediting period took place in 2020, covering the annual operational emissions of 2019.\n\nCountry/Area of Offsetting: The carbon credits were sourced locally within Turkey, through İSTAÇ's verified carbon offsetting projects.\n\nThis initiative was part of a broader effort to reduce the municipality's carbon footprint, focusing on the municipal building as a pilot project for future carbon-neutral operations.","In 2020, Beşiktaş Municipality took significant steps toward reducing its carbon footprint by offsetting the 2019 operational emissions of its municipal building. This initiative was carried out in partnership with İSTAÇ, a leading local waste management and environmental services company. Through this collaboration, the municipality purchased 4164 tCO₂e of carbon credits under the Verified Carbon Standard (VCS).\n\nThe carbon credits were sourced locally from İSTAÇ's verified projects in Turkey, ensuring that the municipality's offsetting efforts contributed to national environmental goals. The credits fully covered the building's operational emissions for the year 2019, aligning with the municipality's broader climate strategy to progress toward carbon neutrality in its operations.\n\nThis project not only addressed the emissions of a key municipal facility but also served as a pilot for future carbon-neutral initiatives across the municipality. Beşiktaş Municipality remains committed to expanding its carbon offsetting activities and integrating sustainable practices across its wider portfolio of operations."
2025 Disclosure Cycle,779465,CDP,58871,"City of Salem, MA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,59151,City of Akureyri,City,Europe,Iceland,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The integrity of available carbon credits is highly questionable.
2025 Disclosure Cycle,779465,CDP,59166,Municipalidad de Independencia,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Actualmente no compramos ni vendemos transacciones de créditos o compensaciones.
2025 Disclosure Cycle,779465,CDP,59167,Municipalidad de Providencia,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59532,"City of Hoboken, NJ",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,59536,"City of Kitchener, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59537,"City of Denton, TX",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59538,"City of Mississauga, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"City is updating its Climate Cange action Plan to determines the net-zero fare share target. Once the targets are set, City would like to conduct a research on offset policy setting, target setting."
2025 Disclosure Cycle,779465,CDP,59545,"City of Charlottesville, VA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59563,"City of Takoma Park, MD",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not currently purchase carbon offsets
2025 Disclosure Cycle,779465,CDP,59572,"District of Saanich, BC",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We are currently establishing a process to sell our low carbon fuel standard (LCFS) credits from the use of renewable electricity in our EV charging stations.
2025 Disclosure Cycle,779465,CDP,59588,"Town of Chapel Hill, NC",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The Town does not currently use or plan to use carbon credits. 
2025 Disclosure Cycle,779465,CDP,59609,"City of Concord, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59633,"City of Santa Cruz, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59653,"City of Manhattan Beach, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59677,"City of Mountain View, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,59678,"City of Evanston, IL",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Our municipality does not currently nor plan to use carbon credits. 
2025 Disclosure Cycle,779465,CDP,59696,"City of Longmont, CO",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The City does not purchase or have any plans to purchase carbon credits.
2025 Disclosure Cycle,779465,CDP,59708,"City of Bethlehem, PA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59956,Banda Aceh City Government,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,So far we don't use carbon credit
2025 Disclosure Cycle,779465,CDP,59957,Samarinda City Government,City,South East Asia & Oceania,Indonesia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Currently the Samarinda city government has not yet implemented it to use carbon credits sold to or purchased from outside the jurisdiction or target boundary
2025 Disclosure Cycle,779465,CDP,59958,Tweed Shire Council,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,59985,City of Puerto Princesa,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No policy on use of carbon credits yet.
2025 Disclosure Cycle,779465,CDP,59996,Batangas City,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"As an LGU, we recognize that carbon credits may play an important role in our future climate actions, whether through the sale of credits generated from local projects or the purchase of credits to offset emissions we cannot directly reduce. At present, we have completed our GHG inventory, which serves as our starting point. Moving forward, we need to deepen our understanding of national policies and international standards on carbon trading, as well as identify whether our role will be to generate or to purchase credits. From there, we must prepare a clear plan and target—defining the sectors we aim to cover, the possible projects that can yield measurable and verifiable reductions, and the amount of emissions we seek to offset. Establishing a monitoring, reporting, and verification system will be critical to ensure credibility and compliance. We also recognize the need for partnerships with accredited verifiers and project developers, alongside budgetary preparation to support these processes. In the long run, our objective is to align our carbon credit initiatives with national climate commitments, while ensuring that our actions bring co-benefits such as biodiversity protection, community resilience, and livelihood opportunities."
2025 Disclosure Cycle,779465,CDP,59997,City of Iloilo,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions generated within the boundary and sold,,,,,
2025 Disclosure Cycle,779465,CDP,59998,Narayanganj City Corporation,City,India,Bangladesh,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60007,City of Santa Rosa,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60019,Rajshahi City Corporation,City,India,Bangladesh,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60029,City of Cagayan de Oro,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Not in the plan
2025 Disclosure Cycle,779465,CDP,60051,Kakinada Municipal Corporation,City,India,India,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Kakinada city might plan in the future to earn carbon credits
2025 Disclosure Cycle,779465,CDP,60078,City of Lappeenranta,City,Europe,Finland,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"We dont currently purchase carbon credits, but we plan to use credits for offsetting some residual emissions."
2025 Disclosure Cycle,779465,CDP,60102,Blackpool Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"As stated in the Blackpool Council Climate Action Plan: Our aim is reducing emissions, not compensating for them. Therefore we will only ever use carbon offsetting as a last resort. We will only consider using such measures, like as peatland restoration elsewhere in Lancashire, and the mechanical removal of emissions through newly developing technology, only after all other options have been tried."
2025 Disclosure Cycle,779465,CDP,60104,Cambridge City Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60105,Kirklees Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No additional comment to add
2025 Disclosure Cycle,779465,CDP,60108,Norwich City Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60112,City of Debrecen,City,Europe,Hungary,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,-
2025 Disclosure Cycle,779465,CDP,60113,Dundee City Council,City,UKWW,United Kingdom,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The Council does not currently purchase or sell carbon credits/offset its emissions. 
2025 Disclosure Cycle,779465,CDP,60126,City of Tartu,City,Europe,Estonia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60127,Municipality of Thessaloniki,City,Europe,Greece,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Not applicable to greek Municipalities
2025 Disclosure Cycle,779465,CDP,60140,City of Nakuru,City,UKWW,Kenya,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Previously, carbon credit mechanisms were not addressed under County Government laws in Kenya. However, with the recent amendments to the Climate Change Act, carbon credits and their regulation are now explicitly recognized. Nakuru County plans to revise the Nakuru Climate Change Act 2021 to incorporate provisions for carbon credits and establish a framework to regulate and manage them locally.\n\nThis creates opportunities for Nakuru to develop carbon credit projects aligned with ongoing initiatives such as forest and tree cover expansion, river rehabilitation, agroforestry, and renewable energy adoption. Achieving these targets can be strengthened through partnerships with research institutions, development partners, NGOs, the private sector, and community organizations, which can provide technical support, financing, capacity building, and monitoring frameworks. Such collaborations will enhance community-led climate resilience, mobilize resources for sustainable initiatives, and ensure that carbon credit opportunities contribute meaningfully to the County's climate and development objectives."
2025 Disclosure Cycle,779465,CDP,60142,City of Kisumu,City,UKWW,Kenya,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60151,City of Tuzla (Bosnia-Herzegovina),City,Europe,Bosnia and Herzegovina,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60165,Municipality of Fuenlabrada,City,Europe,Spain,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60178,Linköping Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We are not planning to use carbon credits.
2025 Disclosure Cycle,779465,CDP,60183,City of Rzeszów,City,Europe,Poland,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60187,City of Solna,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60216,Växjö Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"We, as an organisation, can not buy credits to cover for emissions that other stakeholders are responsible for in the geographic area"
2025 Disclosure Cycle,779465,CDP,60226,Luleå Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,There is nothing being worked on either.\n
2025 Disclosure Cycle,779465,CDP,60236,Trelleborg Municipality,City,Europe,Sweden,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60349,Prefeitura de São Leopoldo,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60407,Municipalidad de Colina,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60410,Municipalidad de Peñalolén,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Peñalolén es parte de la mesa de trabajo del artículo 6 del acuerdo de París en Chile, que está generando un marco legal para que los gobiernos locales (municipios) participen en mecanismos de transaccción de \'bonos de carbono\'. "
2025 Disclosure Cycle,779465,CDP,60433,Hvidovre Municipality,City,Europe,Denmark,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We are not planning on using carbon credits sold to og purchased from outside the jurisdiction or target boundary
2025 Disclosure Cycle,779465,CDP,60588,City of Alba Iulia,City,Europe,Romania,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60599,"Town of Bridgewater, NS",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No carbon credits available to our jurisdiction
2025 Disclosure Cycle,779465,CDP,60602,"Town of Ajax, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,60625,Dire Dawa,City,UKWW,Ethiopia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60656,"City of Piedmont, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60892,Municipalidad de Punta Arenas,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Para una próxima actualización del plan de acción comunal de cambio climático, se integrará el uso de créditos de carbono."
2025 Disclosure Cycle,779465,CDP,60905,Municipalidad de Maipú,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,60906,Municipalidad de Vitacura,City,Latin America,Chile,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No está en carpeta la compra o venta de bonos de carbono
2025 Disclosure Cycle,779465,CDP,61467,Dipolog City,City,South East Asia & Oceania,Philippines,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,62171,Metropolitan Municipality of Rouen,City,Europe,France,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,62407,Blacktown City Council,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions purchased from outside of the boundary,Target 1,39677.3,Carbon Registry,Iberdrola's renewable energy facilities in Australia under the Renewable Energy Target,"Under our electricity contract with Iberdrola, we will purchase renewable large-scale generation certificates (LGCs) equal to our actual electricity consumption (1 LGC per MWh) from 01/01/2025 - 31/12/2029. During this time, our operational electricity will be considered renewable. A total cost of $59,119.18. All of these offsets (100%) were sourced from the Guodian Wuqi Zhouwan 1st 49.5MW Wind Power Project in China"
2025 Disclosure Cycle,779465,CDP,62791,City of Botoșani,City,Europe,Romania,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,62793,City of Ploiești,City,Europe,Romania,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,62795,City of Brașov,City,Europe,Romania,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Not the case. 
2025 Disclosure Cycle,779465,CDP,62800,City of Bistrița,City,Europe,Romania,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The current plan includes strategies for residual emissions, with a strong emphasis on nature-based solutions. Key actions include increasing green infrastructure, developing new urban habitats, and planting climate-resilient trees with high carbon absorption capacity.\nIn terms of Transport, CNAP 2035 proposes city-wide implementation of measures such as expanding cycling and pedestrian infrastructure, introducing congestion charges and low emission zones, incentivizing alternative mobility options, particularly electric vehicles, promoting public transportation through improved infrastructure and awareness campaigns and creating mobility plans for various social groups, aiming to reduce dependency on private fossil-fuel vehicles"
2025 Disclosure Cycle,779465,CDP,63562,"City of South Bend, IN",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,63608,City of Melville,City,South East Asia & Oceania,Australia,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,63836,Vadodara Municipal Corporation,City,India,India,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,63941,"Broward County, FL",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not use carbon credits for GHG emissions-reductions targets.
2025 Disclosure Cycle,779465,CDP,64014,"City of Cupertino, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
