disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Electricity consumption (MWh),col2_Heating and cooling consumption (MWh),col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),1924.57,1925.54,2023,-
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,3251.46,1186.07,2023,-
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,424.55,0.0,2023,We have no data disaggregating natural gas consumed in industrial processes and heating/cooling
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0.0,0.0,2023,-
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,349.91,0.0,2023,-
2025 Disclosure Cycle,779465,CDP,1499,City of Barcelona,City,Europe,Spain,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,319.97,122.58,2023,-
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),11683960,34681205,2022,"We report energy on either a fuel basis or end-use basis, this question mixes the two. We have reported electricity consumption (which may include some electricity used for heating) and then gas consumption under 'heating and cooling', since gas is primarily used for heating in homes in London."
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,18114746,16846410,2022,"As above: we report energy on either a fuel basis or end-use basis, this question mixes the two. We have reported electricity consumption above (which may include some electricity used for heating) and then gas consumption under 'heating and cooling', since gas is often used for heating in buildings in London."
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,2122302,2422825,2022,"As above: we report energy on either a fuel basis or end-use basis, this question mixes the two. We have reported electricity consumption above (which may include some electricity used for heating) and then gas consumption under 'heating and cooling', since gas is often used for heating in buildings in London."
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,78423,2022,"As above: we report energy on either a fuel basis or end-use basis, this question mixes the two. We have reported gas consumption under 'heating and cooling', although in practise this will be used for a range of functions and not all energy use for agriculture will be for heating."
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,2427871,26673315,2022,Heating and cooling is not a typical category for transport. In these sections we have included electricity use in rail and road transport under 4.1.4.1 and then all other fuel use (inc petrol and diesel) under 4.1.4.2. 
2025 Disclosure Cycle,779465,CDP,3422,Greater London Authority,City,UKWW,United Kingdom,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,2522,8612,2023,"As above: we report energy on either a fuel basis or end-use basis, this question mixes the two. We have reported gas consumption under 'heating and cooling'. \nEnergy consumption is provided for the GLA's own operations (City Hall, Trafalgar Square, Crystal Palace National Sports Centre, 639 High Road Tottenham)"
2025 Disclosure Cycle,779465,CDP,3429,City of Stockholm,City,Europe,Sweden,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),3956000,3605000,2023,-
2025 Disclosure Cycle,779465,CDP,3429,City of Stockholm,City,Europe,Sweden,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,2645000,2636000,2023,-
2025 Disclosure Cycle,779465,CDP,3429,City of Stockholm,City,Europe,Sweden,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,235000,188000,2023,-
2025 Disclosure Cycle,779465,CDP,3429,City of Stockholm,City,Europe,Sweden,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,0,2023,Not occuring
2025 Disclosure Cycle,779465,CDP,3429,City of Stockholm,City,Europe,Sweden,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,132800,0,2023,-
2025 Disclosure Cycle,779465,CDP,3429,City of Stockholm,City,Europe,Sweden,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,573000,1162000,2023,-
2025 Disclosure Cycle,779465,CDP,14088,Oslo Municipality,City,Europe,Norway,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),3972924,1059327,2023,Elhub data for electricity\nFor heating and cooling in residential sector - district heating consumption and firewood consumption 
2025 Disclosure Cycle,779465,CDP,14088,Oslo Municipality,City,Europe,Norway,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,4375700,1148000,2023,Elhub for electricity
2025 Disclosure Cycle,779465,CDP,14088,Oslo Municipality,City,Europe,Norway,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,288000,,2023,Elhub for electricity
2025 Disclosure Cycle,779465,CDP,14088,Oslo Municipality,City,Europe,Norway,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,428000,106000,2023,"Assumed electricity consumption within transport, non-road machines and other energy consumption\n\nFor heating and cooling consumed DH is assumed."
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),466736,2754680,2023,"Electricity consumption in Copenhagen municipality for DK10 code 12 (new data source, more precise). District heating data provided by utility company HOFOR (category 'bolig'). Individual heating data based on reported fuel consumption reported to BBR (Building and Housing Register). Actual consumption, not corrected for renewable energy generation"
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,1124451,895912,2023,"Electricity consumption in Copenhagen municipality for DK10 codes 4-8 (new data source, more precise). District heating data provided by utility company HOFOR (category 'handel og service'). Actual consumption, not corrected for renewable energy generation"
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,279564,120953,2023,"Electricity consumption in Copenhagen municipality for DK10 codes 1-3 (new data source, more precise). District heating data provided by utility company HOFOR (category 'erhverv og industri'). Actual consumption, not corrected for renewable energy generation"
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,0.0,2023,n/a
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,103062,0.0,2023,"Source: CO2 regnskab 2023. For electric trains, but not other types of electric vehicles. Actual consumption, not corrected for renewable energy generation"
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,417669,268449,2023,"Electricity consumption in Copenhagen municipality for DK10 codes 9-10 (new data source, more precise). District heating data provided by utility company HOFOR (category 'offentling institutioner'). Covers all levels og government: city, region, state (not only the city operations)- Actual consumption, not corrected for renewable energy generation"
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),25958134,28679575,2022,"「東京都における最終エネルギー消費及び温室効果ガス排出量総合調査（2022年度実績）」における家庭部門の数値を、MWhに換算し掲載している。Figures of the Household Sector in the \'Final Energy Consumption and Greenhouse Gas Emissions in Tokyo (FY2022)\', converted to MWh."
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,42121243,19708403,2022,"「東京都における最終エネルギー消費及び温室効果ガス排出量総合調査（2022年度実績）」における業務部門の数値を、MWhに換算し掲載している。Figures of the Commercial Sector in the \'Final Energy Consumption and Greenhouse Gas Emissions in Tokyo (FY2022)\', converted to MWh."
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,5200254,4295719,2022,"「東京都における最終エネルギー消費及び温室効果ガス排出量総合調査（2022年度実績）」における鉱業・建設業・製造業の数値を、MWhに換算し掲載している。Figures of the Mining, Construction, Manufacturing Sector in the \'Final Energy Consumption and Greenhouse Gas Emissions in Tokyo (FY2022)\', converted to MWh."
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,2281,0.0,2022,"「東京都における最終エネルギー消費及び温室効果ガス排出量総合調査（2022年度実績）」における農林水産業の数値を、MWhに換算し掲載している。Figures of the Agriculture, forestry and fishery Sector in the \'Final Energy Consumption and Greenhouse Gas Emissions in Tokyo (FY2022)\', converted to MWh."
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,3709353,0.0,2022,"「東京都における最終エネルギー消費及び温室効果ガス排出量総合調査（2022年度実績）」における運輸部門の数値を、MWhに換算し掲載している。Figures of the Transport Sector in the \'Final Energy Consumption and Greenhouse Gas Emissions in Tokyo (FY2022)\', converted to MWh."
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,,,,他のセクターに含まれるIncluded in other sectors
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),6922836,54115,2022,家庭部門
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,5152247,564580,2022,業務部門
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,2196674,0,2022,産業部門
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,10508,0,2022,産業部門の一部
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,944170,0.0,2022,運輸部門
2025 Disclosure Cycle,779465,CDP,31113,City of Yokohama,City,Japan,Japan,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,684081,35699,2022,業務部門の一部
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),5184931.345,25713803,2022,"2022 electricity consumption taken from Residential Community-wide kWh from Toronto Hydro. Heating and cooling consumption is assumed as the volume of natural gas as provided by Enbridge Gas (for both single-family and multi-family residential) converted to MWh as per CDP guidance.\n\nNote that heating/cooling consumption is based on total natural gas use in Residential and is an overestimate as natural gas is used for other purposes, such as cooking. On the other hand, there is some heating and cooling consumption through electricity (e.g., heat pumps) that is not accounted for due to data aggregation from the providers."
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,15626997.182,14385319,2022,"2022 electricity consumption taken from Commercial Community-wide kWh from Toronto Hydro. Heating and cooling consumption is assumed as the volume of natural gas as provided by Enbridge Gas (for commercial use) converted to MWh as per CDP guidance.\n\nNote that heating/cooling consumption is based on total natural gas use in commercial sector and is an overestimate as natural gas is used for other purposes, such as cooking. On the other hand, there is some heating and cooling consumption through electricity (e.g., heat pumps) that is not accounted for due to data aggregation from the providers."
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,2485796.876,4957062,2022,"2022 electricity consumption taken from Industrial Community-wide kWh from Toronto Hydro. Heating and cooling consumption is assumed as the volume of natural gas as provided by Enbridge Gas (for industrial use) converted to MWh as per CDP guidance.\n\nNote that heating/cooling consumption is based on total natural gas use in industrial sector and is an overestimate as natural gas is used for other purposes, such as cooking. On the other hand, there is some heating and cooling consumption through electricity (e.g., heat pumps) that is not accounted for due to data aggregation from the providers."
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,0,2022,No agriculture sector in Toronto
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,337259.727,0,2022,"Total electricity consumption for all public transportation modes (e.g., subways, streetcars) as reported by the Toronto Transit Commission (TTC), converted to MWh."
2025 Disclosure Cycle,779465,CDP,31117,"City of Toronto, ON",City,North America,Canada,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,1887020.365,1724329,2022,"2022 Electricity consumption for all corporate buildings, Yard & Facilities (kWh) & Natural gas consumption (m3) converted to MWh. \n\nPlease note these values are a subset of the community-wide emissions reported for the other sectors, i.e., cannot be summed with other reported values to calculate total community-wide electricity and heating/cooling energy consumption."
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),18257645,,2024,"- The data is directly requested from Metropolitan Electricity Authority (MEA).\n- It's overall data from MEA's service boundary (Nonthaburi, Samut Prakan and Bangkok).\n"
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,23335911,,2024,"- The data is directly requested from Metropolitan Electricity Authority (MEA).\n- It's overall data from MEA's service boundary (Nonthaburi, Samut Prakan and Bangkok)."
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,11082606,,2024,"- The data is directly requested from Metropolitan Electricity Authority (MEA).\n- It's overall data from MEA's service boundary (Nonthaburi, Samut Prakan and Bangkok)."
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,,2024,"- The data is directly requested from Metropolitan Electricity Authority (MEA).\n- It's overall data from MEA's service boundary (Nonthaburi, Samut Prakan and Bangkok)."
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,162811,,2024,"- Amount of electricity consumption by electric charging station, not including BTS and MRT (It's included elsewhere)\n- The public data from Metropolitan Electricity Authority (MEA).\n- It's overall data from MEA's service boundary (Nonthaburi, Samut Prakan and Bangkok)."
2025 Disclosure Cycle,779465,CDP,31150,Bangkok Metropolitan Administration,City,South East Asia & Oceania,Thailand,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,3697314,,2024,"- 3697314 MWh = 3180170 MWh from Government + 517144 from public lighting\n- The data is directly requested from Metropolitan Electricity Authority (MEA). \n- It's overall data from MEA's service boundary (Nonthaburi, Samut Prakan and Bangkok)."
2025 Disclosure Cycle,779465,CDP,31153,City-State of Berlin,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),3966,7401111,2023,
2025 Disclosure Cycle,779465,CDP,31153,City-State of Berlin,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,5628,3115000,2023,Commercial and industrial sector
2025 Disclosure Cycle,779465,CDP,31153,City-State of Berlin,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,936,,2023,
2025 Disclosure Cycle,779465,CDP,31153,City-State of Berlin,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,284060,460085,2024,
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),3847543.858,0,2023,"La ciudad no cuenta con un inventario de energía consolidado. Por lo tanto, las estimaciones se realizan a partir de consumo de energía final. Por las características del clima y costumbres de los habitantes, el consumo de energía para acondicionamiento de espacios tiene una participación limitada dentro de los usos de energía en Bogotá. Lo anterior se debe a que calefacción o acondicionamiento de espacios no está masificado en la ciudad."
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,2730629.238,0,2023,"La ciudad no cuenta con un inventario de energía consolidado. Por lo tanto, las estimaciones se realizan a partir de consumo de energía final. Por las características del clima y costumbres de los habitantes, el consumo de energía para acondicionamiento de espacios tiene una participación limitada dentro de los usos de energía en Bogotá. Lo anterior se debe a que calefacción o acondicionamiento de espacios no está masificado en la ciudad."
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,1957139.946,0,2023,
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,0,2023,
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,0,0,2023,La ciudad no cuenta con información desagregada sobre el consumo de energía eléctrica asociada al sector de transporte
2025 Disclosure Cycle,779465,CDP,31154,Bogotá Distrito Capital,City,Latin America,Colombia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,472015.169,0,2023,"incluye los consumos de instalaciones del sector oficial e institucional, así como el alumbrado público."
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),4761650,,2023,
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,3761967,,2023,
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,770837,,2023,
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,,2023,No hay actividad agrícola en la Ciudad de Buenos Aires
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,121637,,2023,Corresponde al consumo eléctrico de trenes y subterráneos.
2025 Disclosure Cycle,779465,CDP,31155,City of Buenos Aires,City,Latin America,Argentina,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,1880888,,2023,
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),1713489.022,0.0,2024,Dados Companhia Paranaense de Energia (2024)
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,1677617.883,0.0,2024,Dados Companhia Paranaense de Energia (2024)
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,1024718.552,0.0,2024,Dados Companhia Paranaense de Energia (2024)
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,986.112,0.0,2024,Dados Companhia Paranaense de Energia (2024)
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,0.0,0.0,2024,Dados insignificantes ou inexistentes disponíveis para veículos elétricos na cidade.
2025 Disclosure Cycle,779465,CDP,31156,Municipality of Curitiba,City,Latin America,Brazil,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,261398.498,0.0,2024,Dados Companhia Paranaense de Energia (2024)
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),164947,676777,2023,ifeu 2023 (preliminary)
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,431180,571205,2023,ifeu 2023 (preliminary)
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,90641,46054,2023,ifeu 2023 (preliminary)
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,4,Agricultural sector,0,0,2023,Not measured / grouped with industrial sector
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,5,Transport sector,35477,0,2023,ifeu 2023 (preliminary)
2025 Disclosure Cycle,779465,CDP,31165,City of Heidelberg,City,Europe,Germany,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,6,Government operations,12847,28985,2023,ifeu 2023 (preliminary)
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,1,Household/residential sector (Buildings),15644752,0,2023,https://jakarta.bps.go.id/indicator/7/178/1/jumlah-daya-kwh-terjual-menurut-tarif-dan-cabang-di-provinsi-dki-jakarta.html
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,2,Commercial sector,0,15109874,2023,https://jakarta.bps.go.id/indicator/7/178/1/jumlah-daya-kwh-terjual-menurut-tarif-dan-cabang-di-provinsi-dki-jakarta.html
2025 Disclosure Cycle,779465,CDP,31166,Jakarta City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.1.4,Report the total jurisdiction-wide annual electricity and heating and cooling consumption for each sector listed and for your government operations.,3,Industrial sector,3997207,0,2023,https://jakarta.bps.go.id/indicator/7/178/1/jumlah-daya-kwh-terjual-menurut-tarif-dan-cabang-di-provinsi-dki-jakarta.htmla
