disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total quantity of food procured (tonnes),col2_Breakdown of procured food by food group,col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,54488,Trondheim Municipality,City,Europe,Norway,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,2047,"Fruit and vegetables: 413 tonnes Fish: 54 tonnes, Dairy: 538 tonnes Bread and bakery: 137 tonnes Meat: 37 tonnes Other groceries: 868 tonnes",2023,"Procurement data quality has improved from 2022 to 2023, and this explains the large increase in tonnes from 2022 to 2023. (Source: Trondheim Municipality economic system of procurement)\t"
2025 Disclosure Cycle,779465,CDP,54509,Jönköping Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,Can't find any data
2025 Disclosure Cycle,779465,CDP,54513,Uppsala Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,4948.801,Frozen foods: 1 086.294 tonnes\nFresh produce: 2 687.913 tonnes\nColonial goods: 1 171.853 tonnes\nNutrition: 0.127 tonnes\nAlcohol: 1.04 tonnes\nOther: 3.15 tonnes,2024,"The procured food for the Municipal organisation excluding municipal companies. This inlcudes Schools (municipal pre-schools, primary school, and high school) and care facilities for elderly an disabled who serves food, as well as other various municipal organisations."
2025 Disclosure Cycle,779465,CDP,54516,Norrköping Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,3170.643,"Färskvaror/Kylvaror, som: mejeri, potatis, matfett, ägg, fisk\nDjupfryst, som: fisk, kött, fågel, börd , grönsaker\nKolonialvaror som: kaffe, pasta, bröd, mjöl\n",2024,Goods procured under the Public Procurement Act for public meals
2025 Disclosure Cycle,779465,CDP,54518,City of Helsingborg,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,3216.2,"Vegetables, root crops, and mushrooms: 778,404 tons\n\nDairy products: 770,616 tons\n\nCereals and cereal products: 339,831 tons\n\nFruits and berries: 259,073 tons\n\nMeat: 230,034 tons\n\nBeverages (excluding milk): 211,632 tons\n\nPrepared food and ingredients: 135,848 tons\n\nFish and seafood: 99,214 tons\n\nFats and oils: 75,957 tons\n\nSugar and sweet foods: 63,069 tons\n\nEggs: 49,448 tons\n\nNuts, seeds, or kernels: 13,429 tons\n\nOther food products: 10 tons\n\nMissing data: -33,252 tons\n\nemployee coffe: 7 tons\n\nemployee fruit: 79 tons\n\nvarious fruit not broken down: 136 tons",2024,
2025 Disclosure Cycle,779465,CDP,54537,Sunderland City Council,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1515.8,"The following breakdown for schools, public canteens and shelters is currently available, and is based on spend:• Frozen food = 45%• Fruit and veg = 17%• Groceries = 25%• Meat = 13%A breakdown for hospitals is currently unavailable.",2023,"It is predicted that Sunderland schools serve 1,500,000 meals per year, equating to 509 tonnes. This is based on 7,900 meals being served daily equating to circa 1,500,000 meals per annum.\n\nIt is predicted that Sunderland's City Hall cafe, the Brew and Bake, serves 39,500 meals per year, equating to 13.4 tonnes. This figure is an estimate on the basis that there will be 300 customers per day for 255 trading days each year, equating to 75,000 customers per annum. It is assumed that 50% of customers are buying food, equating to 39,500 meals and 13.4 tonnes per annum.\n\nIt is predicted that shelters serve 2,190,000 meals per year, equating to 482.5 tonnes per year. This is based on roughly 2,000 people in residential care and nursing homes and is the same figure used as last year.\n\nBetween April 2024 and April 2025, Sunderland Royal Hospital served 1,005,137 meals.\n\nThere are no prisons in Sunderland."
2025 Disclosure Cycle,779465,CDP,54608,Alcaldia de Montería,City,Latin America,Colombia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,2800,"El menú típico del PAE debe incluir:\n\nCereales/granos (arroz, avena)\n\nLegumbres\n\nAceites\n\nFrutas y verduras\n\nProductos de origen animal (como carne, huevo, leche)\n\nEn el caso de Montería, las instituciones reciben en comedores escolares alimentos como arroz, carne y tajá (plátano) como parte del menú distribuido. Aunque no hay datos exactos del peso por cada grupo de alimentos, sí se prioriza la compra a pequeños productores locales de arroz, huevo, pollo, verduras y frutas",2024,"• la Alcaldía de Montería invirtió 31 851 millones de pesos en el PAE hasta octubre de 2024 \n• Bajo este programa se beneficiaron 44 282 estudiantes en 250 sedes educativas públicas (urbanas y rurales) \n• El PAE entrega diferentes tipos de raciones:\n•\t12 535 almuerzos preparados en sitio\n•\t4 941 complementos\n•\t26 806 raciones industrializadas\nEstimación de cantidades en toneladas\nNo se encontraron datos directos de tonelaje de alimentos adquiridos. Sin embargo, estimando en base al presupuesto y prácticas estándar de costo por ración en Colombia (~$1 000 a $1 200 COP por ración):\n•\tSuponiendo 44 282 raciones diarias y 180 días de jornada escolar, total estimado de raciones en el año: 44282×180≈7,971,00044 raciones.\n•\tAsumiendo un promedio de 0,35 kg por ración, ello implicaría aproximadamente 2 789 toneladas de alimentos suministrados durante el año escolar.\nEsta es una estimación aproximada, ya que no hay datos públicos oficiales de peso total.\n\n\nInstitución / Programa: Programa de Alimentación Escolar\t\t\n\nEstimación comida anual (toneladas): 2 800 toneladas\n\nEstimación basada en raciones y peso promedio"
2025 Disclosure Cycle,779465,CDP,54637,Alcaldía de Cuenca,City,Latin America,Ecuador,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,17.5,"Según información proporcionada por Acción Social Municipal, se sirvieron en el año 2023 aproximadamente 17.188 almuerzos en casas de acogida y albergues.",2023," El cálculo se realizó tomando como base que cada almuerzo pesa aproximadamente 1 kilogramo, según la dieta ecuatoriana."
2025 Disclosure Cycle,779465,CDP,54650,Prefeitura de Palmas,City,Latin America,Brazil,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,"A quantificação total de alimentos adquiridos por todas as secretarias ainda não está consolidada em um único sistema. Iniciamos o processo de levantamento desses dados junto às Secretarias de Educação, Saúde, Assistência Social e Segurança Pública através de ofícios. Esta ação faz parte do nosso esforço para aprimorar o monitoramento de emissões de gases de efeito estufa provenientes do consumo e estabelecer uma política de compras públicas sustentáveis."
2025 Disclosure Cycle,779465,CDP,55161,City of Iida,City,Japan,Japan,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,194.2,学校給食における野菜35品目（このうち、地元産の割合39.3％）,2024,学校給食における野菜のみ
2025 Disclosure Cycle,779465,CDP,55334,Municipality of Braga,City,Europe,Portugal,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,3400,"No Município de Braga, a aquisição de alimentos para as instalações de propriedade e/ou operadas pelo governo, particularmente nas escolas, é uma tarefa crucial para garantir a alimentação saudável e nutritiva da população. A decomposição por grupo de alimentos é fundamental para entender as necessidades nutricionais da comunidade e promover práticas sustentáveis. A preocupação do Município com a utilização de fontes descarbonizadas em suas aquisições reflete um compromisso com a redução da pegada de carbono e a promoção da sustentabilidade.\n\nOs cereais e grãos constituem a base da alimentação e são responsáveis por 40% do total adquirido. Em Braga, a aquisição desse grupo inclui produtos como arroz, massas, pães e leguminosas, como feijão e lentilhas. O município prioriza a compra de alimentos cultivados localmente, muitas vezes utilizando práticas agrícolas que respeitam o meio ambiente e adotam fontes de energia renováveis. Além de oferecer opções integrais nas refeições escolares, essa abordagem não apenas promove uma alimentação mais saudável, mas também apoia a economia local, contribuindo para a redução das emissões de carbono associadas ao transporte de alimentos.\n\nAs frutas e vegetais, que representam 30% do total de alimentos adquiridos, são fundamentais para uma dieta equilibrada, pois são ricos em vitaminas, minerais e fibras. No Município de Braga, a oferta inclui uma variedade de produtos sazonais, como maçãs, peras e laranjas, além de vegetais como couve, cenoura e tomate. O município tem estabelecido parcerias com agricultores locais que utilizam práticas agrícolas sustentáveis e técnicas de cultivo que minimizam o uso de recursos não renováveis. Essa iniciativa, juntamente com a educação alimentar nas escolas, incentiva o consumo de frutas e vegetais, contribuindo para a formação de hábitos alimentares saudáveis desde a infância, enquanto se promove a compra de produtos com menor impacto ambiental.\n\nEm relação às carnes e ovos, que representam 20% do total adquirido, são fontes importantes de proteínas essenciais para o crescimento e desenvolvimento. Em Braga, a aquisição deste grupo inclui carnes de frango, bovina e suína, bem como ovos de galinha. O município prioriza a compra de produtos de origem local, garantindo frescura e qualidade. Além disso, busca incentivar práticas de criação animal sustentáveis que minimizem a emissão de gases de efeito estufa. Os programas de nutrição nas escolas enfatizam a moderação no consumo de carnes vermelhas, promovendo alternativas mais saudáveis, como proteínas vegetais.\n\nOs laticínios, que incluem leite, iogurte e queijos, são uma importante fonte de cálcio e proteínas e representam 10% do total de alimentos adquiridos. Em Braga, as aquisições deste grupo são cuidadosamente selecionadas para incluir produtos de qualidade, preferencialmente provenientes de fazendas que utilizam fontes de energia renováveis. O município promove o consumo de laticínios com baixo teor de gordura, contribuindo para uma dieta equilibrada e saudável. A educação alimentar também destaca a importância dos laticínios na prevenção de doenças como a osteoporose, enquanto se esforça para minimizar o impacto ambiental associado à produção desses alimentos.\n",2023,
2025 Disclosure Cycle,779465,CDP,56276,New Taipei City Government,City,China,East Asia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,27388,"1.Whole Grains and Cereals: Approximately 6,430 metric tons.\n\n2.Legumes, Fish, Eggs, and Meat: Approximately 8,104 metric tons.\n\n3.Vegetables: Approximately 8,935 metric tons.\n\n4.Oils and Nuts: Approximately 324 metric tons.\n\n5.Fruits: Approximately 2,181 metric tons.\n\n6.Dairy Products: Approximately 1,414 metric tons.\n\n",2023,"The total weight of food purchases in this study is 27,388 metric tons, which includes purchases for schools and hospitals.\n\n1.Schools:\nThere are approximately 360,000 students enrolled in elementary, junior high, and senior high schools within the jurisdiction. The average number of students served daily is about 277,000, with 190 serving days throughout the year.\nThe total amount of food purchased for school meals is 27,323 metric tons.\n\n2.Hospitals:\nIn 2024, the total amount of food purchased for patients and staff meals in hospitals within the jurisdiction is 64.7 metric tons.\n\n3.Shelter dry food purchases:\nThe city has implemented the “New Taipei City Disaster Relief and Livelihood Supplies Supply and Transportation Plan.” Under this plan, each district office makes food purchases independently, based on a three-level reserve strategy tailored to the traffic characteristics of high-risk areas. Quantities are calculated based on required safety stock levels, and procurement and expense verification are carried out by the respective district offices. As a result, there is no centralized statistical data available for shelter-related food purchases due to the variation in food types and quantities across districts."
2025 Disclosure Cycle,779465,CDP,57347,Pingtung County Government,City,China,East Asia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0.58,"Polished Rice 42.07 kg per capita annual. \nWheat Flour 36.21 kg per capita annual. \nStarchy Roots 25.87 kg per capita annual. \nSugar & Honey 26.34 kg per capita annual. \nPulses, and oilseeds 18.57 kg per capita annual. \nVegetables 104.80 kg per capita annual. \nFruits 115.66 kg per capita annual. \nMeat 87.19 kg per capita annual. \nEggs 22.00 kg per capita annual. \nFish & Sea food 31.65 kg per capita annual. \nMilk 49.12 kg per capita annual. \nOils & Fats 21.93 kg per capita annual\n",2023,per capita annual. \nData source: https://agrstat.moa.gov.tw/sdweb/public/book/Book.aspx
2025 Disclosure Cycle,779465,CDP,57408,Çanakkale Municipality,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,31.384,"There are 6 social facilities operated by the Service Groups affiliated with the Çanakkale Municipality. These are Golf Family Tea Garden, Türkan Saylan Social Facilities, Özgürlük Cafe, Barış Cafe, Dardanos Municipal Public Beach, and Güzelyalı Municipal Public Beach. If we look at the food distribution of the food items purchased at these facilities, they include meatballs, hamburger patties, various types of toast, various types of gözleme, potato chips, and pizza.",2025,"An assessment has been made regarding the total quantity of food products procured for six social facilities operated by the service groups affiliated with the Çanakkale Municipality. These facilities are listed as Golf Family Tea Garden, Türkan Saylan Social Facilities, Özgürlük Cafe, Barış Cafe, Dardanos Municipal Public Beach, and Güzelyalı Municipal Public Beach. When examining the food distribution, it is seen that basic items such as meatballs, hamburger patties, various types of toast, various types of gözleme, potato chips, and pizza are procured. Considering the average weights of each food group, the total quantity of procured food is estimated to be at the level of several thousand kilograms. While kilogram values are available for foods like meatballs, hamburger patties, and potato chips, the quantities for pizza, gözleme, and toast are available in units. Therefore, approximate calculations have been made based on the estimated average weight per product."
2025 Disclosure Cycle,779465,CDP,58513,"City of Medford, MA",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,Jurisdiction does not have this data. 
2025 Disclosure Cycle,779465,CDP,58595,Municipalidad de Belén,City,Latin America,Costa Rica,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,"No se cuenta con información relacionada con la compra de alimentos, ya que los centros educativos y otras instancias no pertenecen al gobierno local. ",2025,Actualmente como parte de la ruta circular se estará realizando un estudio relacionado con desperdicio alimentario. 
2025 Disclosure Cycle,779465,CDP,58616,Vijayawada Municipal Corporation,City,India,India,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,veg,2021,egeg
2025 Disclosure Cycle,779465,CDP,58671,Helsingør Municipality,City,Europe,Denmark,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1622,,2023,Food procured by the municipalities institutions and canteens.
2025 Disclosure Cycle,779465,CDP,58866,Beşiktaş Municipality,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,Data will be reported in future years
2025 Disclosure Cycle,779465,CDP,59166,Municipalidad de Independencia,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,6.8,No se especifica. ,2024,"Los valores entregados corresponden a una aproximación calculada a partir de los datos proporcionados por JUNAEB (Junta Nacional de Auxilio Escolar y Becas) en su Cuenta Pública 2024, considerando el total de raciones entregadas a la Región Metropolitana informado en esta cuenta, y calculando el valor en función de las poblaciones de esta región y de la comuna de Independencia (valores extraídos del Censo 2024), tomando como supuesto un peso total de 400 gramos por ración."
2025 Disclosure Cycle,779465,CDP,59538,"City of Mississauga, ON",City,North America,Canada,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,5.3,100% of food is fruit and vegetables.,2023,Quantified based on the total quantity of food produced through the City funded community gardens program and donated to local food banks.\n\n
2025 Disclosure Cycle,779465,CDP,59572,"District of Saanich, BC",City,North America,Canada,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,"This data is not available to report, as purchasing occurs at various levels, through various departments and facilities at the District of Saanich. The District has policies, guidelines and educational materials in place to influence the purchasing decisions that are made by staff, with the intent of reducing food-related GHG emissions.\n\nSaanich has a LOCAL FOOD PROCUREMENT POLICY which states:\n\n\'All District of Saanich Divisions engaged in the purchase of food for operational needs, or \nengaged in leasing Saanich owned space to operators of food concessions, will ensure that \nwhen practical, both operationally and economically, 40% of purchases shall be local.\'\n\nIn 2024 the District started a low carbon food pilot with Greener by Default. The pilot has led to lower carbon food options being offered at Saanich events, public open houses, staff meetings, and at recreation centres. Findings from the pilot will inform updates to procurement guideline and resources for staff, encouraging staff to consider plant-based food options when buying food for District events and operations. "
2025 Disclosure Cycle,779465,CDP,59678,"City of Evanston, IL",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,"Youth: \n\nAfter-School Supper Meal Service:\n\nSuppers: 4,637\n\nSnacks: 5,225\n\nSummer Food Service Program:\n\nBreakfasts: 11,076\n\nLunches: 19,684\n\n\nSenior: \n\n4,335 meals\n\nTotal: 39,732 meals & 5,225 snacks \n",2024,Tonnage number is unknown and not currently calculable. Statistics for the Youth and Senior Meal Programs have been broken down by number of meals. 
2025 Disclosure Cycle,779465,CDP,59956,Banda Aceh City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,83226.84,Grains : 26769.328\nTubers : 2287.752\nAnimal Foods : 14725.76\nOils and Fats : 6389.928\nFatty Fruits/Seeds : 289.256\nNuts : 1525.168\nSugar : 920.36\nFruits and Vegetables : 17592.024\nOthers : 12727.264\nTOTAL 83226.84,2024,City level data
2025 Disclosure Cycle,779465,CDP,59957,Samarinda City Government,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,9499.88,"grains, tubers, fish/shrimp/squid/shellfish, meat, eggs and milk, vegetables, nuts, oil and coconut, fruit, food ingredients, spices, and other consumption",2022,food production in Samarinda city
2025 Disclosure Cycle,779465,CDP,59985,City of Puerto Princesa,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,,,
2025 Disclosure Cycle,779465,CDP,59996,Batangas City,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,86505,Unavailable,2015,"There are currently gaps in data collection across different sectors, which make it difficult to access the necessary information on the total quantity of food procured for government-owned and/or operated facilities.\n\nHowever, the City Government has an ongoing project to implement a feeding program for students in all public schools within its jurisdiction. In line with this initiative, the City plans to establish a systematic data collection process to enable the reporting of the total quantity of food procured per food group in the coming years.\n\n"
2025 Disclosure Cycle,779465,CDP,59997,City of Iloilo,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,130.5,Commercial (Well-Milled) Rice (25kgs/sack),2025,
2025 Disclosure Cycle,779465,CDP,60003,Baguio City,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,123000,,2024,
2025 Disclosure Cycle,779465,CDP,60007,City of Santa Rosa,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,,,
2025 Disclosure Cycle,779465,CDP,60009,Bacolod City,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,151,"Rice procured: At least ~151,300 kg (151 metric tons) of rice\n\nAdditional food items: Poultry, vegetables, etc. (in the Food Stamp Program)\n\nFood vouchers: Enable beneficiaries to purchase food locally, but exact quantities unknown",2024,"The Bacolod City LGU is committed to ensuring food security for its residents through strategic food procurement and distribution programs. Recently, the LGU procured over 5,800 sacks of rice, equivalent to approximately 147 metric tons, under the P20 per kilo rice program, alongside additional food packages and support via food vouchers for vulnerable households. These initiatives are designed to provide affordable, accessible, and nutritious food, particularly for low-income families and those affected by emergencies. The LGU continues to strengthen its food assistance efforts to address hunger and promote community resilience."
2025 Disclosure Cycle,779465,CDP,60029,City of Cagayan de Oro,City,South East Asia & Oceania,Philippines,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,"“Since no data is available, information on food groups could not be provided.",2025,"The City Government of Cagayan de Oro acknowledges the absence of available data on food groups. While some departments manage community kitchens and certain facilities maintain their own tracking systems for food requirements and consumption, the city does not yet have a comprehensive system or database that regularly captures and categorizes food consumption or food security information at the household or community level. This limitation has constrained the reporting of disaggregated data on food groups. To address this gap, the city is working with partner agencies, academic institutions, and other stakeholders to establish mechanisms for data collection and monitoring for future assessments."
2025 Disclosure Cycle,779465,CDP,60051,Kakinada Municipal Corporation,City,India,India,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,Data not available,,Data not available
2025 Disclosure Cycle,779465,CDP,60113,Dundee City Council,City,UKWW,United Kingdom,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,Details not known
2025 Disclosure Cycle,779465,CDP,60178,Linköping Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,2478,,2024,
2025 Disclosure Cycle,779465,CDP,60186,Nacka Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,3206,No data available.,2023,
2025 Disclosure Cycle,779465,CDP,60187,City of Solna,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,731,"Vegetables (incl potatoes, legumes and seeds) 294\nMeat (incl poultry) 75\nFish 23\nDayries and egg 174\nRice 14\nOther 275",2024,excluding Skoga Äldreboende
2025 Disclosure Cycle,779465,CDP,60226,Luleå Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,2023,
2025 Disclosure Cycle,779465,CDP,60236,Trelleborg Municipality,City,Europe,Sweden,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1201,480 tonnes of the total amount was ecologically produced,2024,
2025 Disclosure Cycle,779465,CDP,60384,Alcaldía de Yopal,City,Latin America,Colombia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1,n/a,,n/a
2025 Disclosure Cycle,779465,CDP,60385,Alcaldía de Villavicencio,City,Latin America,Colombia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,,0
2025 Disclosure Cycle,779465,CDP,60407,Municipalidad de Colina,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,1,No disponible,2025,No disponible
2025 Disclosure Cycle,779465,CDP,60410,Municipalidad de Peñalolén,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0.0,A excepcion de epoca de pandemia actualmente el municipio no recibe por parte del estado alimentos entregados a la familias.,2023,"Actualmente, la Municipalidad de Peñalolén no cuenta con información precisa acerca de la cantidad de toneladas adquiridas por cada una de las instalaciones mencionadas en la pregunta. Si bien existe información que podríamos extrapolar en relación a la cantidad de toneladas en la Región Metropolitana, no es confiable realizar dicha extrapolación debido a la marcada heterogeneidad de la situación en la comuna de Peñalolén."
2025 Disclosure Cycle,779465,CDP,60892,Municipalidad de Punta Arenas,City,Latin America,Chile,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,2024,No existe informe para la comuna de Punta Arenas
