disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Data availability,col2_Response (in unit specified),col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,35856,Busan Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,재활용 통계에 포함
2025 Disclosure Cycle,779465,CDP,35856,Busan Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,76.5631,2023,"Source : 자원순환마루(자원순환정보시스템) 2023년 전국 폐기물 발생 및 처리현황(환경부)\nhttps://www.recycling-info.or.kr/rrs/stat/envStatDetail.do?menuNo=M13020201&pageIndex=1&bbsId=BBSMSTR_000000000002&s_nttSj=KEC005&nttId=1512&searchBgnDe=&searchEndDe=\n\n생활폐기물에서는 재활용 가능자원 분리배출, 사업장 비배출, 사업장 배출시설계, 건설폐기물(가연성, 불연성 혼합제외)은 성상별 배출되고 있고, 사업장 지정폐기물, 의료지정 폐기물도 분리배출 되고 있기에 포함했음."
2025 Disclosure Cycle,779465,CDP,35856,Busan Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,286995.0659,2023,Source : 자원순환마루(자원순환정보시스템) 2023년 전국 폐기물 발생 및 처리현황(환경부)\nhttps://www.recycling-info.or.kr/rrs/stat/envStatDetail.do?menuNo=M13020201&pageIndex=1&bbsId=BBSMSTR_000000000002&s_nttSj=KEC005&nttId=1512&searchBgnDe=&searchEndDe=
2025 Disclosure Cycle,779465,CDP,35856,Busan Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,107.151,2022,Source : 환경부 산업폐수발생및처리현황\nhttps://kosis.kr/statHtml/statHtml.do?sso=ok&returnurl=https%3A%2F%2Fkosis.kr%3A443%2FstatHtml%2FstatHtml.do%3Fconn_path%3DI2%26tblId%3DDT_106N_01_0100069%26orgId%3D106%26
2025 Disclosure Cycle,779465,CDP,35856,Busan Metropolitan City,City,South East Asia & Oceania,Korea (The Republic of),Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Other: 하수찌꺼기 발생 및 처리현황 통계가 제공되고 있음(ton/year),60.9,2023,하수찌꺼기 발생 및 처리현황 기준 \n찌꺼기 발생량 : 229017.1t/yr\n자체처리량(2차처리) : 건조후처리(2차) : 2712.5t/yr\n\nSource : 공공데이터포털의 한국환경공단_공공하수처리시설 찌꺼기 처리 현황(2023년)\nhttps://www.data.go.kr/data/15065209/fileData.do
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,900444,2024,"Landfill: 415,786; Recycling: 478,791.7. Data was calculated by attributing county-level values to the City based on population."
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,The City does not have any incinerators within its limits to support waste to energy. There a two anaerobic digesters that will be coming online in the next few years.
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,49.18,2024,This value reflects solid waste that is recycled since it is the only diversion program at this time.
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,49.18,2024,
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,150609,2024,Volume represents sanitary and combined stormwater in the sewer system.
2025 Disclosure Cycle,779465,CDP,35857,"City of Cincinnati, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,73.36,2024,The jurisdiction has combined sewers so during major storm events there are overflows which result in treatment plant bypasses. 
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,2282037,2023,Calculations for the Total amount of solid waste generated: \n\nCCT Incoming to landfill: 1 638 306 tons \nCCT diverted from landfill and other sources for reuse and stockpile: 448 099 tons \nCCT builder's rubble diverted from landfill for reuse: 319 125 tons (counted in both above)\nCCT garden greens diverted from landfill for reuse: 9 037 (counted in both above)\n\nCCT total waste generated: 1 758 243 tons \nPrivate Landfill: 523 794 tons \n\nTotal: 2 282 037 tons\n
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,A waste to energy plant has been constructed at Coastal Park landfill but problems with awarding an operations contract has delayed commissioning. 
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,25.3,2023,"Calculations for Percentage of the total solid waste generated that is diverted away from landfill and incineration, including changes from last year's methodology: \n\nWeighed at CCT landfill and then diverted to stockpile for cover, slopes or roads: \nBuilder's Rubble: 448 530 tons (319 125 is removed and placed in the Waste minimisation to be reused, the remaining is left on stockpile) \n“Garden Greens (GG)”: 9 037 tons (this GG is removed and added to the Waste minimisation GG for chipping and reuse). \n\nTotal diverted from landfill: 457 567 tons \n\nWaste Minimisation Programmes (excluding transfers from Landfills):\n'Garden greens' & Composting: 93 555 tons\nRecyclables: 25 321 tons \nOrganic Waste: 1 061 tons \n\nTotal Diverted: 577 504 tons (CCT Waste minimisation and diversion programme) \nThis was divided into total waste generated including that handled at private landfills: 2 282 037 tons\n"
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,77.6,2023,"We have applied the following definitions supplied with the questionnaire:\n1.\t“For the purposes of this indicator, recycling can be defined as any reprocessing of waste material that diverts it from the waste stream, except for reuse as fuel or reuse according to the definition below”\n2.\t“For the purposes of this indicator, reuse of waste means any operation by which products or components that are not waste are used again for the same purpose for which they were conceived.”\n\nUnder this definition all diverted waste is recycled rather than re-used except for stockpiled builder's rubble (129 405 tons).\n\nThe changes to the figure reported here compared to previous reporting years could therefore be attributed to a change in methodology, applying the definitions as set out above. \n"
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,"We have applied the following definitions supplied with the questionnaire:\n1.\t“For the purposes of this indicator, recycling can be defined as any reprocessing of waste material that diverts it from the waste stream, except for reuse as fuel or reuse according to the definition below”\n2.\t“For the purposes of this indicator, reuse of waste means any operation by which products or components that are not waste are used again for the same purpose for which they were conceived.”\n\nThere is no data for any diverted waste being used for its original purpose. Extended Producer Responsibility Regulations were published in 2021 and are being slowly rolled out to selected sectors like electronics so some re-use may be happening but the data is not currently captured by the City.\n"
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,25.3,2023,"The following definition was difficult to apply because builder's rubble is generally collected separately even if ultimately delivered to landfills for stockpiling and is the dominant component of recycling by mass:\n\n“Source separation: Source separation of MSW mentioned refers to the waste sorting at the generated place before transportation, whose purpose is to reduce waste generation better, recovery of available resources, and hazardous waste disposal (Tai et al., 2011; Zhang et al., 2019). One example of source separation (also called curb side separation) is separation done by individual citizens who collect newspapers, bottles, cans, and garbage separately and place them at the curb for collection.”\n\nThere was negligible separation of dirty recyclables in the reporting year (26 tons).\n"
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,314612,2023,"This figure is estimated based on the City's most recent waste characterisation study (JG Afrika (2018)), whereby food waste share is estimated at 14.49% and Organic residual waste 5.94%, totalling 20.4% assumed food waste share of the general waste (City and private) disposed to landfill which is added to the organic waste collected through the home compost bin distribution project. In the City of Cape Town garden waste is separately streamed.\n\nCCT general waste: 1 173 438 tons \nPrivate general waste: 363 579 tons \n\nEstimated Food Waste in General Waste: 20.4% x (1 173 438 + 363 579) = 313 551\nOrganic home compost: 1 061 tons \n\nTotal estimate for food waste: 314 612 tons\n"
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,233808,2023,CCT controls all domestic wastewater treated or discharged at 25 wastewater plants/outfalls within the City boundary.
2025 Disclosure Cycle,779465,CDP,35858,City of Cape Town,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,95.77,2023,"Of the 25 disposal sites, four including three outfalls and one pond system are untreated and handled the following volumes in 2023:\n \nCamp's Bay Outfall: 833.31 Ml \nGreen Point Outfall 6 910.28 Ml \nHout Bay Outfall: 2 129.43 Ml \nPhiladelphia Pond System: 20.73 Ml\n\n"
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,402202.3349,2023,"Includes residential, commercial, and industrial waste for 2023 (converted from lbs to metric tonnes)"
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,41.9,2023,"Includes data on residential, commercial, and industrial recycling and total solid waste generation"
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting national data scaled to jurisdiction-level,106458.8822,,"From EPA, assumes 24% of residential waste is food waste"
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35859,"City of Cleveland, OH",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,1389898.0,2020.0,MSW 2022 report https://dallascityhall.com/departments/sanitation/Documents/LSWMP/Dallas%20LSWMP%20-%20Adopted%202022-06-22.pdf
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,"For the purposes of this LSWMP Update theCity is not considering energy recovery from refuse as a viable means of recycling. In 2014, the City began the planningprocess to determine where recyclable materials would be processed when its existing contract with Waste Management Recycle America expired in 2016. This evaluation included the including theoption to take a more active role in a future processing facility by developing a City-owned andmanaged facility or entering into a public-private partnership. The City evaluated technologiesincluding single-stream recycling, mixed waste processing, gasification and anaerobic digestionand as a result of the analysis and recommendations, released a Request for Competitive SealedProposals (RFCSP) As part of the results and recommendations of the 2014 Resource Recovery Planning and ImplementationStudy, the high cost of development and implementation of mixed waste processing, gasification andLSWMP Update Planning Studies, Regulatory, and Trends ReviewCity of Dallas, Texas 2-20 Burns & McDonnellcombustion technologies drove the City to pursue the development of a single-stream recycling facility.While waste-to-energy does have a role in a balanced integrated solid waste management system, thephilosophy of Zero Waste excludes transformation of material through thermal or chemical processing asa viable pathway to achieving Zero Waste. https://dallascityhall.com/departments/sanitation/Documents/LSWMP/Dallas%20LSWMP%20-%20Adopted%202022-06-22.pdf"
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,20.0,2021.0,"20% recycling /diversion rate . City of Dallas, 2011-2060 Local Solid Waste Management Plan. These long-term Zero Waste goals wereadopted as part of the 2011 LSWMP and are consistent with the LSWMP Update; however, the 20 percentreflected here is only considering residentially collected refuse and recycling and omits any organics thatmay be collected from the single-family sector, or from the commercial sector that is privately handled.The following quantitative goals established by the LSWMP Update are consistent with the goals adoptedby CECAP:1. Achieve 35% and 80% diversion of organic waste by 2030 and 2050, respectively, from the singlefamily sector.https://dallascityhall.com/departments/sanitation/Documents/LSWMP/Dallas%20LSWMP%20-%20Adopted%202022-06-22.pdf"
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,20.0,2021.0,"In 2020 60,541 tons of recycled materials were generatedCity of Dallas, 2011-2060 Local Solid Waste Management Plan. These long-term Zero Waste goals wereadopted as part of the 2011 LSWMP and are consistent with the LSWMP UpdateThe regional capture rate of recycled materials is 28.7% https://dallascityhall.com/departments/sanitation/Documents/LSWMP/Dallas%20LSWMP%20-%20Adopted%202022-06-22.pdf"
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,"e 2007 Texas Computer Equipment Recycling Law required manufacturers to establish andimplement a recovery plan for collection, recycling, and reuse of computer products : https://www.tceq.texas.gov/p2/recycle/electronics/computer-recycling.htm"
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,61.0,2020.0,The capture rate of material delivered to the sorting site by the City at 61 percent is slightly higher than thecapture rate of the aggregated samples at 59 percent.https://dallascityhall.com/departments/sanitation/Documents/LSWMP/Dallas%20LSWMP%20-%20Adopted%202022-06-22.pdf
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,The City is in the process of considering if the SS WWTP (South Side Waste Water Treatment Plant) shall accept food waste from commercialgenerators. Accepting material from high volume generators of food waste may boost biogas generationfrom anaerobic digestion but must be pre-processed to remove inorganic contaminants and ground into aslurry before it can be pumped into SS WWTP. 
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting national data scaled to jurisdiction-level,272549.648448,2022.0,From Dallas Water Utilities Annual Report 72 Billion Gallons treated for 2022DWU operates two wastewater treatment plants (WWTPs) - Central and Southside - that serve the City ofDallas as well as 11 wholesale wastewater customer cities. The WWTPs have a combined annual averageflow permitted capacity of 280 MGD with 545 MGD 2-hour peak. https://dallascityhall.com/departments/waterutilities/DCH%20Documents/pdf/Water%20Conservation%20Plan.pdf
2025 Disclosure Cycle,779465,CDP,35860,"City of Dallas, TX",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,95.5,2021.0,"4.5 % reflects homes remaining on septic systemsIn Fiscal Year (FY) 2017-2018, DWUdelivered over 142 billion gallons of treated water, over 62 billion gallons of treated wastewater andapproximately 9 billion gallons of untreated water. https://dallascityhall.com/departments/waterutilities/DCH%20Documents/pdf/Water%20Conservation%20Plan.pdf"
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,400949,2024,"This data originates from our disposal numbers collected by GDRRA. can you rephrase this in one short neat paragraph Residential waste (bulk, yard waste, recycling, trash from homes with 4 units or less)\nCommercial waste (those on DPW's commercial trash and recycling routes)\nCity of Detroit building waste (most all municipal buildings are serviced by DPW for trash and recycling)\nPublic space containers on bus routes (trash only. recycling was installed in 2025)\nDPW citizen drop-off center dumpster tonnages (metal, tires, bulk, yard waste. recycling dumpsters added in 2025)\nIllegal dumping piles too large for private waste haulers, picked up by DPW\nMotor City Makeover clean-up debris (most does not get separated and is counted as bulk) \nDPW paid pick-ups\nGSD blight remediation & alley cleanup debris"
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,0,2024,The Detroit Waste to Energy Plant or incinerator was shut down permanently in 2019. 
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,9.72,2024,"Source: DPW, City of Detroit \n"
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,9.58,2024,"Source: DPW, City of Detroit "
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,0.14,2024,"Source: DPW, City of Detroit "
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,9.72,2024,"Source: DPW, City of Detroit "
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,114000,2021,Source: NRDC \n
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,5196.6,2024,Source: GLWA WRRF. This is the total flow for the Combine Sewer Operations (CSO) facility for CY 2024\n
2025 Disclosure Cycle,779465,CDP,35862,"City of Detroit, MI",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,100,2024,Source: GLWA \n
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,233997,2023,Solid waste disposal
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35863,eThekwini Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),This data is not available to report,,,No data
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,1024841.67,2024,Total tonnes of municipal solid waste disposed of in sanitary landfill
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,0,2024,Gas flaring operation currently not operational as it was vandalised. Efforts to restore this currently underway. 
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,7.8,2024,1 July 2024-30 June 2025 Waste Origin Report (Calculations: (Compost + Recycling + Building Rubble/ Total Waste) X (100)
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,39.2,2024,1 July 2024-30 June 2025 Waste Origin Report (Calculations: (Recycling / Compost + Building Rubble + Recycling) X (100)
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,56,2024,1 July 2024-30 June 2025 Waste Origin Report (Calculations: (Compost + Recycling + Building Rubble + Soil Cover + Ash Cover/ Total Diverted Waste) X (100)
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),This data is not available to report,,,
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,773.6,,Note: estimate of latrine/septic treatment + ERWAT treated wastewater (see Calculations for Water Source and Treatment.xlsx)
2025 Disclosure Cycle,779465,CDP,35864,Ekurhuleni Metropolitan Municipality,City,UKWW,South Africa,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,696,2024,"Ekurhuleni Water Care Company is currently the custodian of 19 wastewater treatment plants, treating a total capacity of 696 mega litres wastewater per day.. The CoE provides water services that include bulk wastewater conveyance and a highly technical and proficient wastewater treatment service to over 2 000 industries and more than 3,5 million people. The annual report (2023/2024) has been attached in the appendices."
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,2197396.66,2024,"Encaminhados ao aterro: 2.191.982,20 t\nOrigem: coleta domiciliar, coleta especial urbana, varrição, capina, poda, coleta particular e parte dos resíduos de ecoponto.\n- Não encaminhados ao aterro (recicláveis): 5.414,53 t\nOrigem: associações de catadores, recicláveis de ecoponto, projeto Missão Verde, programa\nRecicla+ e Centro de Recondicionamento Tecnológico.\n- Outros resíduos: 1.400.571,99 m³ provenientes de transportadores particulares (não\ndestinados ao aterro)"
